	14
1	39
10	16
11	14
12	17
13	12
14	20
15	9
16	18
1663	2
17	10
18	11
19	7
2	46
20	10
21	9
22	8
228	1
23	8
24	8
25	10
26	6
27	4
28	2
29	6
3	27
30	2
31	2
32	3
33	5
34	3
35	1
36	1
37	2
39	1
4	18
43	2
44	4
45	1
5	16
50	1
51	2
55	1
6	10
65	1
66	2
7	10
8	10
81	2
9	10
97	1
a	230
abhor	1
abide	2
ability	4
able	5
abominable	2
abominations	3
about	3
above	4
abraham	1
abroad	2
absolute	1
abstained	1
abundance	1
abused	1
acceptable	1
accepted	1
accordeth	1
according	3
accuse	2
accusing	1
acknowledg	2
acquaint	1
acquaintance	1
act	3
acting	1
action	1
actions	3
activity	1
acts	12
actual	4
adam	2
add	1
adde	1
adders	1
addeth	1
administer	1
admirable	1
admired	1
admit	2
admitted	1
admonish	2
admonished	1
adoption	1
adrianus	1
adulterers	1
adulteries	1
adultery	1
adultress	1
advice	2
advocate	2
aed	1
affected	1
affecteth	1
affecting	1
affections	3
affirmative	1
affirmed	1
affirms	1
afford	2
afforded	1
after	13
again	10
against	20
agents	1
agree	1
ahab	4
ahabs	1
alas	2
alike	1
alive	1
all	89
alluring	1
almighty	1
alone	3
aloud	1
already	2
also	6
alteration	2
altogether	2
alwaies	1
am	10
ambassadours	1
amended	2
amendment	1
amiss	1
ammonites	1
amongst	1
an	31
anabaptists	1
ananias	1
and	585
anew	1
angel	1
angels	1
anger	2
another	10
answ	1
answer	2
answered	1
antipathy	1
antonius	1
any	31
apollo	1
apostle	2
apostles	3
apparent	1
appeal	1
appear	1
appearance	1
appendix	2
applaud	3
application	2
apply	4
applying	1
apt	4
are	91
argue	4
argument	4
aright	2
arise	1
ariseth	1
ark	1
arm	4
armour	1
arms	2
art	4
artificial	1
as	174
ascribe	1
ashamed	1
ashes	1
ask	1
asking	1
ass	1
assaults	1
assent	1
assurance	1
assured	1
asunder	1
at	29
athanasius	1
atheist	1
athenians	1
attends	1
attribute	1
aug	1
austin	2
austins	1
author	2
authors	1
authour	1
avarice	1
avoid	1
awake	1
away	8
babes	1
back	2
backs	2
bad	2
baiting	1
balaam	1
bands	1
bane	1
baptism	2
baptized	2
bar	1
bare	3
barren	1
basest	1
bastard	2
be	123
beams	1
bearing	2
bears	1
beast	1
beasts	1
beat	2
beautiful	1
became	3
because	12
become	11
becomes	5
beda	1
bee	2
been	31
bees	1
beest	1
before	11
beg	1
beggar	2
begin	1
beginning	2
begins	1
begotten	1
beguiled	1
behaviour	1
beheaded	1
beholding	2
being	32
belief	1
believe	7
believed	3
believer	1
believers	1
believeth	1
believing	4
bell	1
benefit	1
benummed	1
bernard	1
beside	1
besides	3
besots	1
besotted	2
besotting	1
best	10
bestows	1
better	5
between	1
betwixt	1
bible	1
bid	1
bids	1
bigger	1
binds	1
birth	3
bitter	4
bitterly	1
blackness	1
blasphemed	1
blasphemers	1
blasphemies	1
blasts	1
bless	2
blessed	3
blessedness	1
blessing	2
blessings	1
blest	1
blind	12
blinded	4
blindness	1
blockish	1
blocks	4
blood	10
bloudy	1
blunted	1
blush	2
boast	2
boasteth	1
bodies	3
bodily	2
body	7
bold	1
bonaventure	1
bond-slave	1
book	1
born	1
bosom	1
both	15
bottome	1
bough	2
boughes	1
bought	2
bound	1
brag	2
brain	1
brake	1
branch	1
braying	1
breach	1
breaketh	1
breaking	1
breath	2
briars	1
bridge	1
bridle	1
brief	1
brimstone	1
bring	1
broad	1
broken	2
brought	2
brownists	1
bulls	1
burden	5
burn	1
burning	2
burst	1
business	1
but	135
by	86
c	14
cain	1
call	6
called	2
calm	2
came	3
can	27
cannon-shot	1
cannot	13
care	2
careful	1
careless	1
cares	1
carnal	4
carnally	1
carp	1
carried	1
case	9
cases	1
cast	6
catalogue	1
catch	1
cause	6
causes	1
caution	1
cavil	1
cease	2
cedar	1
celestial	2
censorious	1
certain	1
chaanel	1
chafe	1
chain	1
challenges	1
change	4
changed	4
chant	1
character	1
characters	1
charity	1
charmer	1
chased	1
checks	1
child	2
childe	1
children	11
chip	1
choice	1
choises	1
choisest	1
cholar	1
chose	2
chosen	2
christ	35
christian	12
christo	1
christs	13
chron	3
church	4
churlishly	1
chuse	1
ciprian	1
cities	1
city	1
civil	3
clarified	1
clay	2
clean	4
cleanse	2
clear	1
clearly	1
cloud	1
cloudy	1
cock	1
coheir	1
colours	1
come	7
comes	4
comfort	1
comfortably	1
comforting	1
commanded	1
commandment	2
commandments	1
commission	2
commit	3
committed	3
common	3
commonly	2
communed	1
communicated	1
companions	1
company	1
comparing	1
comparison	2
compassion	1
complained	1
complains	1
compleatest	1
composed	1
concealment	1
conceit	1
conceived	2
conception	1
concern	1
concerned	1
conclude	4
condemn	2
condemnation	1
condemned	3
condition	13
conditional	2
conduit	1
conference	1
conferring	1
confesseth	1
confidence	1
confident	2
