	472
a	177
aaye	1
aboue	2
aboute	10
abowte	2
abowten	1
abreyd	1
abreyde	1
abstynence	2
abyde	1
accordes	1
accustomance	1
achte	1
achyeuyd	1
achylles	2
acqueyntances	1
acqueynted	1
actes	1
adam	1
adoun	2
adrian	1
adriane	1
aduertence	1
affraye	1
affryque	1
affryques	1
afore	1
after	4
agast	1
agayn	1
ageyn	1
agreable	1
agryse	1
agylte	1
ake	1
al	19
alas	15
alday	2
alderfyrst	1
alege	1
algate	1
all	3
alle	114
alleway	1
allewey	1
allone	1
almost	2
almyghty	1
also	27
altherfyrst	1
alto	1
alway	4
alysandre	1
alysaunder	1
am	10
amen	1
among	1
amonge	1
amyddes	1
amys	2
an	24
anchises	1
anchyses	2
and	604
anne	1
anon	21
anone	10
another	6
anoyous	1
answerde	1
anteclaudyan	1
aoute	1
apayre	1
ape	1
apes	1
apocalyps	1
apparenc	1
appere	1
appert	1
appollo	2
approche	1
ar	1
aragon	1
ariones	1
aristotle	1
armes	4
armonye	1
armur	1
arriued	1
arryuaylle	1
art	6
arte	5
arys	1
as	165
ascendentes	1
askanius	1
askyng	1
aspy	1
aspye	1
aspyed	1
aspyen	1
assayled	1
assweued	1
astoned	1
astonyed	1
asy	1
at	29
athalantes	1
athenes	2
atte	2
atthenes	1
auaunce	1
auaunte	1
auayle	1
auayleth	1
auaylle	1
auctour	1
aud	1
auenture	3
auentures	2
aught	1
auysyons	1
awake	2
away	6
awey	1
awoke	1
axed	1
ay	3
ayden	1
aye	1
ayenst	1
ayer	4
aynst	1
ayrisshe	1
babuwryes	1
back	2
bad	6
bak	1
ballenus	1
bane	1
bare	8
barefoot	1
basket	1
bataylle	1
bataylles	2
bawme	1
be	77
beaute	4
becam	1
bee	1
been	1
bees	1
befalle	1
before	2
began	10
beganne	1
begonne	1
behelde	5
behewe	1
beholde	5
beholden	1
behynd	1
behynde	2
beleue	1
belle	1
bellyth	1
bem	1
beme	1
ben	20
berdes	1
bere	7
beren	2
beres	1
beryle	2
beryth	1
bese	1
beseche	2
besechen	1
besoughten	1
best	3
beste	1
bestes	4
bestis	2
besy	2
besyde	2
bet	2
bete	3
betrayed	2
bette	1
better	2
betwen	1
betwene	1
betyd	3
betyng	1
black	5
blacke	1
blaste	1
blasyn	1
bles	1
blesse	1
blew	1
blewe	1
blo	1
blody	1
blood	3
blow	1
blowe	13
blowen	2
blowyng	1
blynd	3
blynde	1
blysful	1
blysse	1
blythe	1
blyue	2
body	5
boe	1
boece	1
bohe	1
boke	1
bolde	1
boldely	1
bonde	2
bone	2
bonne	1
bood	1
book	7
bookes	2
bord	1
bore	2
born	3
borowed	1
bost	1
bote	1
boteler	1
both	3
bothe	10
bought	1
bounte	1
bour	1
bras	2
brayn	2
brede	2
breketh	1
brekyth	1
brende	3
brente	2
breseyda	1
brest	1
breth	1
breyde	1
broche	1
brodder	1
brode	2
broke	1
broken	1
bromes	1
brood	1
brother	1
brought	1
browke	1
brown	1
bryght	4
bryng	1
brynge	1
brynges	1
brynkys	1
bryton	1
bt	1
busshes	1
but	75
by	54
byble	1
byd	3
byforn	1
bylden	1
bylles	1
bylt	1
byrd	1
caas	1
cadence	1
caled	1
caliophia	1
calle	2
called	1
callen	2
callyd	2
calyope	1
cam	14
can	25
canst	1
carbuncle	1
cart	2
cartage	2
carte	1
carye	2
caryeng	1
cast	2
caste	6
castel	7
castor	1
castyle	1
casuelly	1
catche	1
catte	1
caue	2
cause	7
causeles	1
causen	2
causes	1
causeth	2
causis	1
caxton	1
celestyals	1
ceppe	1
cercle	2
certayly	1
certayn	7
certaynly	2
certes	2
certeyn	8
certeynly	4
certs	1
ceryn	1
chambre	1
charge	2
charmeresses	1
charyte	1
chaucer	2
chekked	2
chere	6
chyn	1
chyrche	1
chyryon	1
chyualrye	1
cirs	1
clam	1
clappe	2
clare	1
clarions	1
clarionyng	1
clarioun	1
claryon	4
claryoun	3
claudian	2
clawes	3
cleer	1
clepe	3
cleped	3
clepyd	1
cler	1
clere	4
clerk	1
clerkes	1
clerkis	2
clerkys	1
clew	1
clothed	1
clothes	1
clowde	1
clowdes	1
clymbe	1
coer	1
colde	1
colle	1
columpnys	1
comandement	1
come	14
comen	4
cometh	3
compace	1
compaces	1
company	1
companye	6
compas	2
compasynges	1
complexions	1
compleyne	2
compleynt	2
compowned	1
comtemplacioun	1
comune	1
comyng	2
comyth	2
conclusion	4
condicion	1
condicions	1
conferme	1
conforte	2
confuse	1
congelyd	1
connen	1
connyng	1
conserued	1
conseruyd	1
considereth	1
contemplacion	1
contrarye	1
contray	1
contrayre	1
contre	7
corbettis	1
cordes	1
corn	1
cornes	1
cornmuse	1
corps	1
coruen	1
coste	1
cote	1
cots	1
coud	1
coude	7
couerd	2
couerl	1
counceyyd	1
counterfeted	1
counterpoyse	1
countrfete	1
cousyth	1
couthe	1
craft	3
craftely	3
craftyly	1
creature	2
creatures	1
crepyng	1
cresus	1
creusa	2
crowne	1
crowned	1
crownes	1
cruel	4
cry	1
crye	5
cryen	2
cryeng	2
cryps	1
cryst	1
crysten	1
cubyte	1
cupido	2
cupydo	1
cure	1
curiosite	1
curyous	1
cymrye	1
cyprys	1
cyte	2
cytes	1
cytezeyn	1
cytherus	1
d	3
dame	1
dan	13
dar	2
dare	1
dares	1
darst	1
daswed	1
daun	1
daunce	2
dauncis	1
daunt	1
day	4
daye	2
de	2
decembre	2
decerne	1
dedalus	1
dedaly	1
dede	5
dedest	1
dee	1
dees	1
deface	1
deffame	1
defyne	1
dele	2
delphyn	1
delyte	2
dem	1
demed	1
demeyn	1
demonstracion	1
demophon	1
den	1
depare	1
depisest	1
dere	3
derke	1
derkly	1
descend	1
descende	2
desert	1
deserte	1
deserue	2
deserued	3
deseruyd	1
desired	1
desirest	1
despyte	3
destruction	1
destyne	2
desyred	1
determyne	1
deth	4
deuocion	2
deuocioun	1
deuocyon	1
deuourid	1
deuoute	1
deuyl	2
deuyne	1
deuys	1
deuyse	4
deuysest	1
deyde	3
deyphebus	1
deys	2
dide	3
dido	7
dionyra	1
discrypcion	1
ditees	1
dmest	1
do	17
doket	1
dombe	1
dome	1
domesday	1
domus	1
don	11
done	4
doo	1
doon	1
dore	1
doris	2
dossers	1
dost	2
doth	7
double	1
doughter	1
doughters	1
doun	7
douneward	1
doute	1
douues	1
dowced	1
down	3
downward	2
dowte	1
drad	1
drede	8
dredeful	1
dreden	1
dreme	14
dremes	1
dremyng	2
drenche	1
drery	1
dreynt	1
dreynte	1
drye	1
drynke	1
dth	1
duce	1
duk	1
dute	1
dwell	1
dwelle	6
dwellen	1
dwelleth	1
dwellyng	2
dwellyth	3
dyde	2
dye	2
dygne	2
dylygence	1
dynte	1
dysceyuyd	1
dyscordis	1
dyscripcion	1
dyscryue	3
dysese	1
dysordynance	1
dyspen	1
dysporte	1
dyspytously	1
dyssymylacions	1
dystres	1
dystresse	1
dystynctions	1
dyuers	1
dyuerse	2
dyuersly	2
dyuyne	2
e	4
easely	1
eau	1
ebrayk	1
ece	1
eche	5
ede	2
eest	1
eft	2
efte	1
eftsones	1
egle	5
egles	1
eke	46
elcanor	1
element	1
elles	2
ellis	9
ellys	1
els	4
elycon	1
emonge	1
emperyal	1
emprynted	1
enas	1
enbrowdred	1
enclyned	2
enclynyng	1
ende	2
endeth	1
endlong	1
endure	2
endyte	1
endytest	1
eneas	14
eneydo	1
englysh	1
englyssh	2
engyn	1
enock	1
ensured	1
entendement	1
ententes	1
ententyf	1
ententyfly	1
entre	1
entryng	1
enuy	1
enuye	1
enuyen	1
eolus	13
er	4
ere	3
