	14
1	52
10	15
11	13
12	17
122	2
13	13
137	1
14	7
15	15
16	10
1658	2
17	13
18	11
19	5
2	56
20	6
21	7
22	14
23	9
24	5
25	5
26	3
27	5
28	3
29	2
3	35
30	2
31	1
32	4
33	3
35	3
36	1
39	1
4	23
40	3
42	1
43	2
44	1
45	2
48	2
49	1
5	30
50	4
51	1
57	1
58	1
59	1
6	18
63	1
7	17
8	15
9	16
93	1
a	43
abets	1
about	5
abuses	1
accept	1
according	3
account	2
accursed	1
act	5
actions	1
acts	2
administrations	1
admit	1
admonished	2
admonishing	1
advancement	1
advantage	1
advise	1
aegypt	1
affairs	1
affected	1
afflictions	1
after	2
again	5
against	13
agents	1
ages	2
agree	1
alike	1
all	10
allow	1
alone	1
already	3
altogether	1
amo	1
among	4
amongst	1
amos	1
an	6
and	142
another	3
any	9
apostacy	5
apparent	1
apparently	1
appear	3
applied	1
appointed	1
apprehend	1
arbitrary	2
are	41
arise	1
arrogancy	1
as	38
aside	1
asserted	1
at	6
atheists	1
authority	1
avoid	1
away	1
bad	1
balm	1
be	61
bear	2
bears	2
because	7
become	2
been	6
before	4
begin	1
begun	1
behold	1
being	3
besides	3
betrayed	1
better	1
beyond	1
blaming	1
blasphemers	1
boldness	1
born	3
bosom	1
both	3
bounded	1
breaches	3
bread	1
break	2
breakers	1
breaks	1
brethren	15
bridge	1
briefly	1
bring	2
broken	1
brother	1
brothers	1
brought	2
business	1
but	14
by	24
c	15
caalike	1
call	1
called	3
callings	1
can	6
cannot	3
canst	1
care	1
carefull	1
case	3
cast	1
cause	7
certain	1
charge	1
charged	1
charterhouse	1
childrens	1
christ	8
christian	3
christians	2
chro	1
church	36
church-members	3
church-officers	2
churches	31
chvrches	2
circumscribed	1
civill	3
clearly	1
close	1
cognizance	1
col	1
comfortably	1
commands	2
commonly	1
communion	5
company	1
comparing	1
compasse	1
concern	2
concerned	2
concluded	1
condemnation	1
condemned	1
conscience	3
consciences	1
conscientious	2
consequence	1
consider	2
considering	1
constitute	1
constituted	4
contain	1
continually	1
continued	1
contrary	1
controversie	1
cor	14
corn	1
corrupt	1
