	1
1	1
1641	1
1658	1
1659	1
3	2
5	1
a	28
abbey	1
abilities	1
account	1
act	2
advance	1
aegypt	1
after	2
again	1
against	1
all	8
allegory	1
allot	1
altogether	1
ambitious	1
among	1
amongst	1
an	8
and	39
anniversary	1
another	5
any	5
aores	1
are	5
argument	1
ariseth	1
art	2
as	10
aspirest	1
at	4
author	2
avowable	1
babylon	1
badg	1
be	18
beast	1
beasts	1
because	1
become	1
been	1
before	2
being	4
belizarius	3
benefit	1
best	4
better	1
bibles	1
birdlime	1
birds	1
blind	2
blood	1
blotted	1
body	1
bones	1
books	1
bread	1
brethren	1
burthensome	1
but	1
by	7
c	2
can	2
caroli	1
cases	2
cause	2
cavalliers	1
celebrate	1
charity	2
children	1
christian	2
classicall	1
cofusions	1
collected	1
college	1
come	1
commissioners	1
common	1
common-prayer-book	1
commonwealth	1
comparing	1
comparisons	1
compassion	1
concern	1
concerning	1
condition	1
confident	1
conscience	3
consciences	1
consequence	1
convenience	1
court	2
cowards	1
crabtrees	1
cripled	1
cromwel	1
crosse	1
crowns	1
crying	3
curtesie	1
d	4
day	1
deed	1
defie	1
deliverance	1
demonstrated	1
deserve	1
desire	1
desired	1
devil	2
devour	1
diadem	1
did	1
dignities	1
diligently	1
discarded	1
discharging	1
dispose	1
disputes	1
divines	1
doctrine	2
done	1
doubt	1
down	2
dr	3
earnest	1
eating	1
either	2
empty	1
end	1
england	2
enough	1
ensnare	1
entreat	1
erect	1
estate	1
estates	1
ever	1
evidently	1
excellent	1
exercise	1
exercising	1
exercizing	1
expedient	1
faces	1
farr	1
farthing	1
fellow	1
fellowes	1
fewer	1
find	1
fingers	1
fit	2
five	1
foe	1
for	12
force	1
forsaking	1
fortitude	1
fortune	2
four	1
frequent	1
from	2
future	1
generally	1
generation	1
give	2
given	2
god	1
goes	1
good	6
goodwin	1
gotten	1
gourd	1
government	1
granted	1
great	2
greater	1
grinding	1
ground	1
guiltinesse	1
gulph	2
had	4
handsomly	1
happier	1
happiness	1
harp	1
harrington	1
have	10
hazarded	1
he	3
hee	3
hermaphrodit	1
hewyt	1
high	2
highest	1
highness	1
highnesse	1
