	13
1	31
10	3
11	4
12	4
13	1
14	4
15	2
1697	1
2	36
20	1
24	3
243	1
245	2
25	2
250	1
3	23
30	1
32	4
4	14
5	14
57	4
6	4
60	4
62	1
64	8
7	6
8	8
9	2
a	372
abdomen	2
able	1
about	24
above	12
above-mentioned	1
above-nam'd	1
absolutely	2
accident	1
accidental	3
accommodate	1
according	10
accounted	2
accounting	1
accurate	1
acetabulum	10
achillis	1
acid	3
acidity	2
acids	4
acquire	1
acquires	1
acrid	1
acromium	9
acromiune	1
acted	2
action	2
actions	4
acute	1
acuteness	1
acutus	1
adapt	1
adapted	1
add	4
added	2
adding	1
additional	1
adds	1
adhering	1
adiectis	1
adjacent	1
admirabile	2
admiration	2
admire	1
admit	1
adult	3
adults	5
advanc	1
advanced	1
advances	3
advancing	1
advantage	1
affair	1
affect	1
affected	1
affirm	2
affording	1
afore	1
aforesaid	7
after	11
again	7
against	3
age	6
agility	1
agree	1
agreeable	1
air	2
alexandria	1
alia	1
aliformes	1
aliis	1
alike	2
aliment	1
aliments	1
all	132
almost	12
along	3
already	10
also	79
alter	1
although	7
altogether	2
alveoli	7
always	14
am	3
amiss	3
among	3
amphibious	1
ample	1
an	50
anatomic	1
anatomical	4
anatomists	3
anatomy	6
ancle	1
ancon	1
ancyroides	3
and	571
angle	8
angles	6
angular	1
animal	2
animals	6
ankle	2
ankles	1
annex	11
annexed	1
annular	1
annulare	1
another	37
answer	5
anterior	9
anthrodiae	1
antichier	1
anticus	1
antient	1
antients	7
antiquity	1
antra	1
anulare	2
anus	1
anvil	1
any	23
apendage	2
aponeurosis	1
apophises	1
apophisis	4
apophyses	1
apophysis	2
appear	7
appearing	2
appears	3
appendix	4
apply	1
approach	1
approaches	1
approbatione	1
apt	7
aptly	1
apud	1
arch	1
are	314
arise	5
arises	2
arising	4
aristotle	1
arlhrodia	1
arm	23
arms	8
arrived	1
arrow	1
art	3
arteria	2
arteriae	2
arterial	1
arteries	5
arthrodia	18
articular	1
articularis	1
articulate	1
articulated	21
articulation	35
articulations	4
artifice	1
artificial	2
artificially	5
artizans	1
as	284
ascends	2
ashes	1
aspera	1
assellus	1
assemblage	1
assume	1
assumes	1
asthma	1
astragalus	3
astrgalus	1
at	101
atlas	6
attain	1
attracts	1
auditoria	4
auditorium	2
auditorius	4
auditory	2
augment	2
aulum	1
auricular	1
authentick	1
author	3
authors	2
autore	1
avoid	1
aware	1
away	3
axiom	1
axis	2
b	5
back	26
back-part	7
backwardly	1
backwards	9
baker	1
balls	1
barbados	1
bare	3
bartholinus	2
basilare	2
basilaris	4
basis	18
bastard	1
bat	1
bats	1
be	164
beak	1
beams	2
bear	1
beauty	6
because	24
become	2
becomes	1
bed	1
been	16
beetle	1
before	29
began	1
begin	12
beginning	7
begins	14
behind	13
behold	1
