	26
1	2
11	1
13	2
14	1
16	2
1600	1
1624	1
17	1
2	6
21	1
23	1
24	1
3	6
34	1
4	5
5	4
6	62
8	60
88	2
9	1
94	1
96	1
a	283
abhord	2
able	1
abortiue	1
aboue	1
aboundantly	1
abounds	1
about	9
absence	1
absolute	3
absolutely	1
abused	3
acceptable	2
accessary	2
accident	1
accidents	1
accomplish	1
accomplished	1
accompt	1
acknowledge	1
acquaint	2
acquainted	3
acquaints	2
acrocorinth	1
acrocorynth	1
act	2
acted	1
action	3
actions	6
actiō	1
actiue	1
acts	1
actually	1
ad	1
adde	2
added	1
adding	1
admirall	1
admit	3
admitted	1
adored	1
adriatike	1
aduance	4
aduancement	1
aduenture	2
aduertise	2
aduertised	1
aduise	5
aduised	1
adurse	1
advance	1
advise	1
aegyption	1
aend	1
aesops	1
af	1
affaires	1
affect	2
affected	4
affection	10
affections	1
affinitie	1
affirm	1
affirme	4
affirmed	1
affirmes	2
affirmeth	1
affirming	1
affliction	1
afflictons	1
affluence	1
affrica	1
affront	1
affronts	1
afoords	1
aforesaid	1
afraid	2
after	8
again	1
againe	5
against	38
age	1
agents	9
ages	3
agesilaus	2
agree	1
akes	1
alas	2
albecurque	1
albeit	1
albert	1
albertus	3
albigny	1
alciant	1
alcibiades	1
alicant	1
aligny	1
alimes	1
all	119
alleadge	1
alleagiance	1
allegiance	2
alliance	1
allureds	1
almightie	1
almost	8
alone	2
aloud	1
alpes	2
already	13
also	14
altars	1
alterations	1
altered	1
although	22
alua	1
alwaies	2
alwayes	10
am	17
amazed	1
amazment	1
ambassador	2
ambassadour	14
ambassadours	5
ambition	43
ambitions	2
ambitious	5
ambitiously	1
amen	1
america	3
amiens	1
among	2
amongst	1
an	33
ancestors	2
anchor	1
anchre	1
ancient	2
ancona	1
anconitana	1
and	1597
andera	1
andoulosie	1
angell	3
angels	5
anger	2
angle	1
angliae	1
anna	1
anne	4
annex	2
annexed	2
anon	1
another	6
anoynted	1
answer	1
answere	1
answered	1
antaxerxes	1
anthonie	1
anthonies	2
anthony	7
antichrist	1
antiochus	1
any	21
ape	1
aphorismes	1
apostles	1
apostolicall	1
apostolique	1
apparant	9
apparantly	3
apparent	1
appeare	1
appertaine	1
applaude	2
applauded	1
apprehension	1
approbation	1
approue	4
approued	4
approues	2
apulia	1
aquila	1
aragonois	1
arch-iesuite	1
archduke	2
architector	1
arconas	1
ardena	1
are	81
argier	1
aright	1
arisbes	1
arithmetick	1
ariue	1
armado	3
arme	2
armed	1
armelesse	1
armes	5
armie	1
armies	1
army	10
arnoux	2
arragon	1
arraiged	1
arriued	2
arrow	1
arsenall	1
art	4
arteries	1
article	1
as	237
ashes	2
asia	1
asist	1
asking	1
asleepe	1
aspersion	1
aspick	1
aspire	3
assault	1
assaulted	3
assayled	1
assembly	2
assist	4
assistance	5
assisted	2
assonuille	1
assume	2
assummoned	1
assummons	1
assure	4
assuredly	2
aswell	2
at	77
atall	1
ath	1
athenians	1
attain	1
attempt	7
attempted	4
attempting	1
attempts	1
attend	2
attended	1
attentiue	1
attigna	1
aubigny	1
audacitie	1
audatiously	1
auerre	1
augment	1
augustus	1
aunt	4
auoide	1
auspicious	1
austria	2
austrian	2
authenticall	1
author	1
authorise	1
authorised	1
authoriseth	1
authoritie	1
authority	4
authorize	1
authorized	1
authors	3
awake	1
away	9
ayde	1
ayme	2
aymes	1
ayre	2
b	1
babbington	1
babes	1
back	1
backe	1
bacon	1
bad	6
baffle	1
ballad	1
ballance	1
ban	1
banded	1
banishing	3
banner	1
banquet	1
barbarous	1
barbary	1
bare	1
barnauelt	2
barneelts	1
barneuelt	2
baron	1
barron	1
barycadoes	1
base	1
basely	1
bastard	1
bastide	1
bastille	1
battailes	1
battels	1
bauaia	1
bauari	1
bauaria	2
bcke	1
be	100
beame	1
beames	1
beare	4
beares	2
bearing	1
beat	3
