	163
1	208
1.4	1
10	74
102	3
103	1
11	36
112	1
118	1
119	1
12	28
128	1
129	1
13	24
14	32
141	1
142	1
143	1
144	1
145	2
147	1
15	18
16	29
1609	1
161	1
1617	1
162	1
166	1
1680	1
1691	3
1696	1
1697	2
17	30
174	1
177	3
179	1
18	27
189	1
19	14
191	2
195	1
196	1
198	1
2	175
2.17	1
20	27
204	1
21	34
22	20
224	1
226	1
23	9
239	1
24	20
240	2
242	1
244	1
25	18
254	1
26	19
265	1
27	8
28	20
29	8
2d	1
3	80
30	12
31	8
313	1
32	18
33	14
34	3
35	7
350	1
36	1
37	2
38	8
39	7
391	1
4	75
4.15	1
40	2
42	4
43	2
44	5
45	6
46	2
463	1
47	3
476	1
48	2
49	1
499	1
4to	1
5	67
5.10	1
50	6
506	1
52	1
527	1
53	17
530	1
533	1
537	1
54	4
544	1
547	1
55	2
56	4
57	4
58	4
59	1
6	39
60	1
62	1
63	2
64	3
65	1
66	1
67	1
68	1
69	1
7	44
70	1
71	1
73	1
747	1
748	1
7th	2
8	34
9	51
90	1
95	1
96	1
a	1336
aaron	3
aaronical	9
ab	1
abates	1
abel	1
aben	2
abest	1
abhorrency	5
abhorret	1
abhrred	1
abide	1
abiit	1
abimelech	2
able	9
abomination	1
abominations	3
about	37
above	24
abraham	7
abroad	1
absolom	1
absolute	16
absolutely	5
abstain	1
abstinent	1
abstractly	1
abstruse	2
abstulit	1
absurd	9
absurdities	2
absurdity	3
abuse	1
abusing	1
abyss	1
ac	5
accedente	1
accept	19
acceptable	2
acceptance	6
acceptation	12
accepted	7
accepting	3
acception	3
accepts	1
accession	1
accident	2
accidentalem	1
accommodated	1
accommodation	2
accomplish	2
accomplishing	1
according	49
accordingly	3
account	72
accountable	3
accounted	1
accounts	2
accrue	2
accrues	1
accuracy	1
accursed	2
accursedness	1
accusation	1
accusative	2
accuse	1
accused	1
acknowledge	19
acknowledged	12
acknowledges	10
acknowledgeth	5
acknowledging	1
acknowledgment	1
acknowledgments	1
act	39
acted	1
acting	2
action	11
actions	28
active	1
acts	10
actual	11
actually	11
ad	18
adam	1
add	9
added	2
addi	1
adding	2
adds	11
adeo	2
adeoque	1
adequate	2
adhere	1
adjured	1
admirable	1
admiration	1
admission	2
admit	11
admits	2
admittable	1
admitted	7
admitting	1
admodum	1
adonijah	1
adoption	1
adoration	1
adore	1
adoring	1
adration	1
adultery	1
advance	2
advancement	2
advances	1
advancing	1
advantage	22
advantages	1
adventitious	1
adversares	1
adversaries	79
adversary	1
advertisement	1
advocate	1
aections	1
aeneid	1
aequitati	1
aequum	1
affairs	2
affected	3
affecting	1
affects	1
affectum	1
affectus	1
affirm	4
affirmed	2
affirms	4
affix	1
affixing	1
afflict	1
afflicted	1
affliction	5
afflictione	1
afflictions	3
afford	1
affronts	1
afraid	1
after	61
after-times	1
afterward	1
afterwards	19
aftewards	1
again	7
against	100
age	3
agent	1
