	3195
0	13
1	322
10	86
103	1
10th	1
11	80
111	1
114	1
115	2
119	2
12	72
124	1
128	1
13	62
130	1
134	1
14	62
144	1
1449	1
147	1
15	68
16	57
1614	1
16th	1
17	70
172	1
17th	1
18	46
18th	1
19	55
2	216
20	39
21	26
21obetesting	1
22	20
23	36
24	27
25	29
26	20
27	21
27th	1
28	27
282	2
283	3
29	15
2d	16
2dly	35
3	198
30	18
31	16
32	8
33	12
34	15
35	10
36	5
37	11
38	10
384	1
39	8
3d	5
3dly	8
3ly	1
4	153
40	4
400	4
41	1
42	4
43	6
430	1
432	1
433	1
44	2
45	2
46	6
47	3
48	3
49	5
4th	3
4thly	3
5	119
50	2
51	7
52	1
53	1
54	1
56	4
57	2
58	2
58th	1
59	1
6	89
60	1
61	2
62	2
63	2
64	1
65	2
66	1
67	2
68	1
7	87
7000	1
71	1
72	2
73	2
7th	1
8	80
82	3
83	1
84	1
85	1
9	55
9th	1
a	643
aaron	2
abandon	1
abed	1
aberrations	1
abhominable	1
abhor	4
abhorreth	1
abide	1
abija	1
abijah	1
ability	2
abimelech	1
able	11
abode	6
abolish	6
abolished	5
abolishing	1
abolition	2
abondon	1
abound	1
aboundantly	1
aboundātly	1
abounded	1
abounding	1
about	38
above	20
above60	1
abraham	82
abrahams	19
abrahā	2
abram	1
abridg	1
abroad	4
absence	3
absent	2
absolate	1
absoloms	1
absolute	3
absolutely	5
absolutions	1
absurd	3
abundance	1
abuse	9
abused	7
abuses	3
abuseth	1
abyah	1
abyde	5
abydeing	3
abydeth	2
abyding	2
accept	2
acceptable	2
acceptance	2
acceptation	2
accepted	2
accepteth	1
accepting	1
accessevers	1
accessory	4
accessoryes	2
accomplished	1
accorde	1
accordeing	34
accordeingly	7
according	17
accordingcol	1
accordingly	7
account	4
accounted	2
accounting	1
accounts	1
accusation	4
accusations	2
accuse	3
accused	1
accuseing	1
accusers	1
accuseth	2
accustomed	2
ach	2
achan	1
acknowledg	18
acknowledged	2
acknowledgeth	2
acknowledging	3
acknowleding	1
acquaynted	2
act	46
acted	1
action	16
actions	11
active	1
acts	2
actuall	7
actually	16
ad	18
adam	40
adams	4
added	5
addeth	3
addicted	1
adding	7
adioyn	2
adioyned	1
adioyning	2
adit	1
administer	7
administered	4
administering	7
administratio	1
administration	8
administrations	6
administred	18
administredm	1
administrtions	1
admission	6
admit	5
admits	1
admitted	4
admitting	1
admoition	1
admonish	6
admonished	3
admonisheing	1
admonishing	1
admonitio	1
admonition	11
admonitions	2
adoption	5
adorneth	1
ads	11
adulterie	1
adulterous	1
adultery	3
advance	1
advanced	1
advancement	1
advantage	5
advantages	2
advātage	1
adversaries	2
adversary	5
adversaryes	8
advisedly	1
advocate	1
aescendingiam	1
afar	3
affayres	1
affect	2
affected	5
affections	5
affim	1
affirm	7
affirmation	6
affirmations	1
affirmed	10
affirmeth	4
affirming	2
afflicted	2
affliction	2
afflictions	7
afflictionsact	1
affoarding	1
affrighted	1
after	69
after-affirmation	1
after-repentance	1
afterward	2
afterwardes	3
afterwards	9
ag	1
against	19
agay	1
agayn	25
agayne	1
agaynst	122
agaynstpag	1
agayust	1
age	3
agents	1
ages	1
agreable	8
agree	6
agreement	4
agrees	2
aguments	1
ahabs	1
ahola	1
aholiba	1
ains	1
ake	1
aknowledgment	1
al	2
alasse	1
albeit	2
alienate	1
alike	21
alive	1
alk	1
all	441
all-sufficient	1
allconsion	1
alleadg	1
alleadge	1
alleadged	3
alleb	1
alledg	5
alledged	2
alledgeth	2
alledging	2
allll	1
allowed	1
allps	1
allure	1
allwaies	1
almighty	4
almightyluk	1
almost	3
alo	1
aloft	1
alone	9
along	1
alotted	1
already	2
also	271
alsoal	1
alsomath	1
alsufficient	1
altar	2
altars	1
alter	2
alters	1
although	4
altogether	2
