	14
1	62
10	3
11	11
12	13
13	7
14	6
15	6
16	5
1645	2
17	6
18	8
19	5
2	27
20	3
21	1
22	4
23	5
24	3
25	2
26	1
28	1
289	1
29	1
3	19
30	2
31	4
4	24
5	18
6	10
7	8
8	2
85	1
8th	1
9	4
a	104
abettour	1
abhorre	1
abilities	2
able	2
about	1
above	11
absurdity	1
absyrtus	1
abuse	2
abused	1
acceptance	1
accident	1
accommodation	1
according	3
accordingly	1
account	3
accounted	4
acquiescence	1
action	1
actions	1
acts	4
ad	4
adde	3
added	1
addicting	1
adds	2
adeo	1
adherence	1
admiration	1
admire	2
admired	3
admirers	2
admiring	1
admit	1
admonish	2
adorandas	1
adorare	1
adored	1
adulterate	1
advancement	1
advantage	2
advers	1
adversaries	1
adverse	1
aestimanda	1
affect	7
affected	3
affection	9
affections	1
affirmatively	4
afore	2
after	5
againe	2
against	12
ages	1
agoe	1
agree	1
all	34
alleadged	1
alleadging	1
alledgeth	1
allow	2
allowing	1
almost	1
alone	1
also	3
alter	1
alteration	1
although	1
alwayes	3
am	15
among	7
ample	1
amplified	1
an	31
ancestours	1
and	258
another	27
anothers	4
answer	2
answered	3
anthropolatria	2
anti-thomist	1
antichristian	1
antverp	1
any	20
apollo	7
apollos	14
apology	1
apostle	28
apostles	25
apostolorum	2
apparell	1
appeare	1
appellati	1
applause	1
applic	1
application	4
approve	1
apt	1
aptnesse	1
aquinas	2
arbitrary	1
are	54
arguments	2
arise	1
arist	1
aristotle	1
arrogance	3
arrow	1
article	1
as	115
ascribe	4
ascribed	1
ascribing	1
asia	1
asked	1
assume	1
assuredly	1
assuring	1
at	16
attempt	1
attendants	1
auditors	2
augustus	1
authority	3
authors	1
authour	2
authours	1
avoid	2
avulso	1
away	2
axe	1
b	1
back	1
bad	1
balking	1
bannes	1
baptisme	2
baptizaverat	1
baptized	2
baptizer	1
barren	1
be	85
beare	1
beares	1
beauty	1
became	3
because	7
become	1
been	5
befell	1
before	1
began	1
begat	1
begets	1
behave	1
behind	1
behold	1
being	11
believe	1
believed	3
bellamy	1
bellarmin	1
belongs	1
bends	1
benefit	1
benefiting	1
benums	1
bernards	2
besides	1
best	5
bestowed	2
bestowes	2
bestowing	2
better	2
between	1
beyond	1
bimaris	1
bishop	2
bishops	4
bitter	1
bitternesse	1
blame	1
blemishing	1
blind	1
block	1
bloud	1
blowne	1
blush	1
boast	1
boasting	1
bodies	1
body	4
bondage	2
book	1
both	2
bought	1
bound	1
bountifull	1
bounty	2
bowe	1
branch	2
breach	1
breath	1
brethren	3
bring	5
broad	1
brought	1
building	1
businesse	2
but	71
by	53
c	1
caesars	1
call	3
called	5
calling	2
calls	1
calvin	4
calvinists	1
came	5
can	2
cannot	2
canonize	1
cap	3
care	1
carnall	2
carpenter	1
case	3
catachresis	1
cause	9
caused	1
causelesse	1
causes	9
causeth	5
caveat	1
cease	1
censure	1
censured	2
censures	1
censuring	2
cephas	6
certaine	3
ch	1
change	1
changed	1
chap	7
charity	1
chewing	1
chiefe	2
chiefely	1
chiefest	1
child	2
childishnesse	1
christ	45
christi	1
christian	10
christianity	1
christians	1
christs	10
chrys	1
chrysest	1
church	20
churches	6
cicer	1
cicero	1
cicily	1
city	12
claudius	1
cleare	1
clearer	1
clearing	1
cleerely	1
clement	1
cloake	1
cloe	1
clogges	1
com	3
come	4
comes	2
commands	1
commendation	1
commodities	2
common	1
commonly	2
compacted	1
comparative	1
competebat	1
complacency	1
complaine	1
complaines	2
comply	1
comprehension	1
compulsory	1
con	1
concealing	1
conceit	9
conceites	1
conceits	1
conceive	8
conceived	4
conceives	1
concernes	1
concerning	3
conclusion	1
concurre	1
concurring	1
condemned	1
conduct	1
confessions	1
confidence	3
confirmed	1
confluence	1
congruous	1
conrade	1
consciences	1
consequent	1
consider	2
considering	1
constant	2
constantly	1
constitution	1
containes	1
contemne	1
contemned	2
contempt	5
content	1
contentions	1
contentious	1
contents	1
continued	2
continuing	1
contrary	6
convay	1
conveniencies	1
convenient	1
conversion	1
convicted	1
convince	2
cor	33
cordiall	1
corinth	7
corinthans	1
corinthian	1
corinthians	7
corinthus	1
cornehill	1
corrup	1
corruptions	1
could	1
councell	1
councels	1
counsels	1
count	1
counted	1
counterfeiting	1
countries	2
courtier	1
covet	1
covetousnesse	1
creature	1
crepidas	1
crept	1
crime	1
crown	1
crucified	1
cry	1
cut	1
d	2
dainty	1
dangerous	2
dare	1
day	2
dayes	1
de	3
dearely	1
deceitfully	1
deceive	1
deceived	1
declaimes	1
declare	2
declared	3
declining	1
decree	1
decrees	1
decretals	1
deepe	1
deepely	1
defective	2
defend	1
deficit	1
dejectednesse	1
delight	2
delighted	1
deliver	1
delivered	1
deminution	1
denied	1
depend	2
dependence	1
deprive	1
derision	1
derivative	1
derived	1
derogation	1
descry	1
deserve	1
deserved	1
desire	3
desireable	1
desires	2
despise	1
despised	4
despiseth	1
despising	3
destroy	1
determination	1
detriment	1
deus	3
deut	1
devotion	2
dictates	1
did	10
didst	3
died	1
differ	1
different	2
dignity	2
diligence	1
diligently	1
direct	1
directions	5
directory	1
disallowing	1
disavowed	1
discerne	1
discouraged	1
discourse	1
discovery	2
disdaine	1
disdained	1
disdainefully	1
disdaining	1
disheartned	1
dislike	1
dismembred	1
disobedience	1
disparage	1
disparagement	1
disparaging	1
disposition	1
disputing	1
dissemble	1
dissented	1
disswade	1
disswades	1
disswading	1
disswasive	2
disswasives	1
distinguished	1
divers	1
divide	1
divided	1
dividing	1
divine	1
divines	1
divisions	3
doate	1
doctrine	2
doctrines	2
doe	10
doest	1
doeth	2
dominican	1
dominicans	1
dominion	1
done	2
donour	1
dotage	1
dote	1
doth	10
doting	1
double	1
doubtlesse	2
downe	3
draw	1
drawes	2
drawne	1
drew	2
driven	1
dry	1
due	5
duties	1
each	3
eares	1
earnest	1
earnestly	1
earth	5
earthly	2
easily	4
east	1
eccl	1
ecclesiâ	1
edification	1
edit	1
effect	1
effects	8
egge	1
either	5
ejus	1
elapsed	1
elders	1
elevation	1
elocution	2
eloquence	5
else	2
embracing	1
eminency	1
eminent	5
emperour	1
emperours	1
employed	1
enable	1
end	4
endanger	1
endeavour	1
endeavours	1
endite	1
ends	1
enfeebles	1
engage	2
engender	1
enmity	1
enough	3
enquire	1
enter	1
eorum	1
eos	1
ephes	3
epicurus	1
episcopacy	1
epist	3
epistle	5
equall	1
erane	1
erit	1
erre	1
erroneous	1
errour	2
errours	3
especially	5
esse	1
esset	1
est	2
establishing	1
estate	1
esteeme	16
esteemed	2
evangelists	1
even	6
ever	2
every	12
evident	1
evill	20
evils	1
evinced	1
ex	3
exalted	1
excellency	3
excellent	3
excepted	1
excessive	1
excommunicating	1
exercise	1
exercised	2
exhibit	1
exlude	1
exorbitancies	1
expedition	1
experience	2
expose	1
expostulates	2
expressed	2
expresseth	2
expressing	1
extinquished	1
extolling	4
extraordinary	1
eyes	2
eò	1
faces	1
facit	1
fact	1
faction	1
factions	2
factious	2
facts	1
faining	1
faith	13
faithfull	1
faithfullnesse	1
fallen	1
falls	1
false	12
falsities	1
fancie	1
fancies	2
farre	2
fashion	1
fashioning	1
father	6
fatherly	1
fathers	2
favourite	1
feare	2
feared	2
feares	2
fere	1
fervency	1
festing	1
fevers	1
few	2
fictio	1
fiction	7
fictionem	1
fide	1
fides	1
figure	5
filled	2
fimbria	1
find	3
fine	1
finis	1
fire	1
firme	1
first	7
fit	3
fitted	1
fixed	1
flame	1
flattering	1
flesh	2
flourishing	1
follow	6
followers	2
following	1
folly	1
food	1
foolish	1
for	93
forbad	1
forbid	1
forbidden	16
forbidding	2
forbids	3
fore	1
fore-going	1
forerunner	1
foreseeing	1
foretold	1
forgetting	1
forme	1
former	2
formerly	1
formes	1
forth	3
found	3
franciscans	1
free	1
freely	1
freenesse	1
french	1
friars	1
friend	1
from	54
fructified	1
fruit	1
fruites	1
fruitfull	1
fruits	1
full	1
fuller	1
fullnesse	3
furem	1
further	3
fusius	1
g	1
gainesay	1
gal	3
galatians	1
games	1
gataker	1
gathered	1
gave	7
gen	1
generall	2
generals	1
generation	1
geneva	1
genuine	1
get	3
ghost	2
gift	3
gifts	8
give	3
given	3
giver	2
gives	1
giveth	1
giving	3
gladly	1
gloried	6
glories	1
glorieth	3
gloring	1
glory	34
glorying	47
gnom	1
god	45
godlinesse	2
godly	2
gods	15
golden-lions	1
good	8
gospel	1
gospell	4
got	1
graces	2
grand	1
gratitude	1
great	10
greatnesse	1
grecian	1
greece	1
greeke	1
grew	1
griefe	1
grievance	1
grievous	2
ground	2
grounded	2
growth	1
guidance	1
guide	1
guifts	8
guilt	1
guilty	6
habit	2
had	11
hadst	1
haeres	1
hand	1
handle	2
hang	1
happen	1
hard	1
hardning	1
harmes	1
hast	3
hasten	1
hatched	1
hate	1
hath	16
hatred	2
haughty	1
have	31
having	3
