	1
1	10
1691	1
2	6
3	9
a	234
abandon	2
abel	1
abhors	1
able	2
aboard	1
about	4
above	4
abread	1
abroad	6
absence	1
absolute	1
abstinence	1
abuse	1
abyss	1
accesses	1
account	1
act	8
acted	1
ad	1
adays	1
add	2
addressing	1
admir	1
admired	1
adorable	1
adoration	2
adore	1
adored	1
adoring	1
adorn	1
adorns	1
affect	2
affection	2
affliction	1
affrighted	1
after	4
again	5
against	1
age	3
agen	1
ages	2
agin	1
ah	6
aim	2
aims	2
air	4
airs	2
airy	2
alarm	1
alas	13
alike	1
alive	2
all	130
allegiance	1
allow	1
almost	2
aloft	1
alone	9
along	2
alphonso	2
alphonzo	1
already	2
altar	1
alter	1
alteration	1
although	2
always	2
am	25
amazing	1
ambition	7
ambitious	1
amongst	4
amorous	1
ample	1
an	26
ancestors	1
and	410
angel	3
angel-form	1
angel-kind	1
angels	2
anger	1
angry	4
annals	1
another	5
answer	3
answers	1
any	9
apes	1
appeal	1
appear	8
appears	2
appease	1
appetites	1
applaud	1
apprehension	1
approach	2
arbitrary	1
arcadian	1
arch	1
ard	1
ardel	7
ardelia	3
are	46
argument	1
arguments	1
argus	1
arm	9
armies	3
arms	22
army	3
around	3
arriv	1
arrive	1
arrogant	1
arrows	1
art	12
as	79
ashes	1
ashore	1
aside	9
ask	6
askt	1
asleep	1
aspiring	1
asps	1
assault	1
assist	1
assume	1
assur	1
astray	1
at	45
atlas	1
atome	1
atone	2
atonement	1
attempt	3
attend	4
attendant	1
attendants	6
attended	2
attending	1
author	1
authour	1
autumn	1
away	3
awful	1
ay	5
back	6
bad	1
bag	1
balanc	1
ball	1
balm	2
balsom	1
band	19
bandied	1
banditti	3
bands	1
banish	1
banishment	2
banisht	6
banquet	1
bar	1
barbarity	1
barbarous	6
barbarously	1
barr	1
base	2
basely	1
baseness	1
basis	1
basket	1
bastard	1
bath	1
bathing	1
battels	1
bays	1
be	93
beam	1
beams	2
bear	7
bearing	1
bears	1
beasts	2
beauties	3
beautiful	2
beauty	6
because	1
become	3
bed	1
beds	2
been	15
before	16
beg	7
begging	2
begins	2
begone	2
begs	1
behind	3
behold	5
being	5
believe	2
believing	1
bell	1
bellowing	1
belong	1
belov	1
beloved	3
below	3
belyed	1
bench	1
benches	1
bending	1
bends	1
beneath	2
benefit	1
bequeath	1
beseech	1
beset	1
beside	1
besides	1
best	4
betimes	1
betray	1
better	3
between	2
bever	1
beware	1
beyond	3
bid	2
big-mouth'd	1
bind	1
birds	1
birth	1
black	3
blame	1
blast	4
blasts	1
bleed	2
bleeding	3
bleeds	1
bless	1
blessing	1
blessings	3
blest	5
blind	1
bliss	2
blood	20
blood-hounds	1
bloody	3
bloom	1
blooming	2
blossom	1
blot	1
blow	6
blown	1
blunt	1
blush	4
blushing	3
boasted	2
body	3
bold	6
bolder	1
boldly	1
boldness	1
bolts	1
book	1
booty	1
born	3
borrow	1
bosom	2
bosome	1
boteler	1
both	11
bought	1
bound	5
bowen	1
bowing	1
bowman	1
boy	1
boyling	1
bracegirdle	1
branch	2
brass	1
brave	7
bravely	4
bravery	1
brazen	1
break	5
breast	7
breasts	1
breath	10
bridal	2
bride	2
bridges	1
brief	1
brighest	1
bright	8
brightest	1
brightness	1
bring	13
brings	1
brooding	1
brother	13
brothers	1
brought	4
brow	3
brutes	1
brutus	1
buffoon	1
build	1
built	1
burn	1
burst	1
bursting	1
bus	2
busie	2
business	3
busy	1
but	119
butchering	1
butchery	1
buy	1
buzz	1
buzzing	1
by	74
c	2
call	12
calls	2
calm	1
came	3
can	42
cancell	1
cankered	1
cannibals	1
cannot	13
canst	1
captain	1
captains	1
captive	2
care	10
careless	1
carry	2
case	2
cases	1
casket	1
cast	4
cause	10
caves	3
cease	2
cedar	1
celestial	2
cell	3
