	4
1	1
12	1
2	1
3	1
4	1
5	1
6	1
7	1
a	182
abhominable	1
abhor	2
abhors	1
abide	1
abode	2
aboue	2
about	6
abstinence	1
abuse	1
accepting	1
accident	1
account	4
achan	1
acknowledge	1
acquainting	1
acquittance	1
additions	1
admir	1
admired	1
adoe	1
aduantage	1
adultery	1
affable	1
affoord	3
afrer	1
after	6
againe	3
against	2
age	3
aged	1
ago	1
agree	3
aire	1
alas	1
ale	2
aliue	2
all	58
allow	1
allowes	1
almost	2
alone	3
alreadie	1
also	1
alteration	1
although	2
am	8
amaine	1
amaz	2
amazed	1
amazement	1
ambitious	1
amen	1
amend	1
amended	1
amends	1
amisse	2
amongst	4
an	13
ancestor	1
ancient	1
and	263
anger	1
anker	1
another	3
antient	1
any	13
apace	1
appeare	4
appeares	1
applauded	1
appollo	1
appolloe	1
apt	1
arbitterment	1
are	23
aring	1
arise	1
armefuls	1
armes	3
armor	1
arrant	1
art	9
as	55
aside	1
asketh	1
asmuch	1
asse	2
assemble	1
asses	1
assurance	1
ast	1
aswell	2
at	29
attaine	1
attend	1
attire	1
audacious	1
aue	1
away	8
babes	1
baby	1
bacchus	1
backe	5
backes	1
backs	1
bad	4
bag	1
bagge	1
bags	1
bake't-meats	1
ball	2
bands	1
banner	1
banquets	1
bargaines	1
barlie	1
barne	1
base	1
bate	1
bawdy	1
be	44
beard	1
beare	3
beares	1
beast	4
beautie	1
beauty	2
because	5
bed	2
bedlam	1
bee	8
beefe	1
been	4
beene	3
beere	1
before	7
befreinded	1
beggerly	1
beggers	1
beginner	1
begins	1
begs	1
begun	1
behind	1
behold	2
beholding	1
being	14
bell	1
belly-cheere	1
belong	1
belongs	1
belye	1
bepinch	1
beseech	1
beshake	1
besides	2
best	4
bestow	2
bestow-them	1
betray	1
better	6
betweene	1
bewailes	1
bewitching	1
beyond	1
bidding	1
bin	3
birds	2
blackamores	1
blade	1
blaspheme	1
blast	1
blasts	1
blew	1
blind	2
blocke	1
blood	5
bloody	1
bloud	1
bloudy	2
blow	1
blowes	2
blowne	1
blustring	1
boarding	1
boasting	2
boasts	1
bodies	1
body	2
bold	3
bone	2
bones	1
booke	1
bootes	2
bore	1
boreas	1
borne	1
borrow	2
borrowed	1
both	5
boughs	1
bound	1
bountie	1
bountious	1
bounty	1
bout	1
bow	1
bowes	1
bowle	1
box	2
boxes	1
boy	2
braine	2
braines	1
brauely	1
brauing	1
braule	1
brawle	1
breake	1
breakes	1
breakfast	1
breath	2
bred	1
breech	2
breeding	1
breife	1
brewer	1
brewers	1
brib	1
bribe	2
bridewell	1
brimstone	1
bring	5
brings	2
broad	1
broken	1
brother	3
brother-hood	1
brought	5
brutish	1
brutishly	1
bubble	1
bucket	1
budge	1
bugs	1
buie	1
bullet	1
burne	1
burning	2
burt	1
bush	1
bushell	1
bushes	1
busie	1
busines	1
but	40
butter	1
buy	2
by	40
cabbin	1
caine	1
cal	1
cald	1
call	2
calling	1
came	7
can	11
candle	1
candles	1
caneus	1
canne	1
cannon	1
cannot	1
canst	2
cap	3
capons	1
captaine	1
carcase	1
cardmakers	1
cards	2
care	3
carelesse	2
caring	1
carion	1
carowse	2
carriage	1
carried	2
carry	2
cart	2
carted	1
case	2
cast	1
catch	2
cattell	1
caught	2
cause	7
ceres	1
certaine	2
chaffe	1
chaffer	1
chambers	1
chance	1
change	1
charging	1
charmes	1
chaunc	1
cheape	3
cheare	1
cheate	2
cheater	1
cheating	1
cheeke	1
cheekes	1
chests	1
chide	1
chiefe	1
chimnies	1
chin	1
choaking	1
choakt	1
cholericke	1
choller	2
christ	3
christendome	1
christian	4
church	2
churched	1
churle	1
churlish	1
citizen	1
citty	1
ciuill	1
claim	1
claime	4
claimed	1
clarret	1
cleane	3
cleare	1
clemency	1
