	24
00	1
1	33
10	7
100	1
1099	1
11	7
1187	1
12	7
13	10
14	6
147	1
15	14
1517	1
16	11
17	5
1700	3
18	6
19	9
2	31
20	9
2000	3
21	3
22	4
23	11
24	11
25	5
2500	1
26	4
27	3
28	3
3	20
30	2
300	1
31	1
32	1
33	3
330	1
34	3
352	1
37	1
372	1
38	2
3948	1
4	19
42	1
47	1
5	11
50	3
51	1
53	1
56	1
5700	1
58	1
6	15
6000	3
615	1
637	1
66	3
67	1
7	9
8	9
9	4
90	1
90th	1
92d	1
a	502
a-new	1
abate	1
abba	2
abdomen	1
abel	1
abhor	1
abide	1
abilities	4
ability	2
abl	2
ablatrix	1
able	18
ablest	1
abo	1
abomination	1
abominations	1
abou	1
abound	4
aboundeth	2
abounding	1
about	26
above	10
abovementioned	1
abraham	3
abroad	2
absent	1
absolutely	2
absolution	1
absolv	1
abstain	2
abundance	3
abus	1
abuses	1
abusing	1
abyss	2
acceptable	3
acceptably	1
acceptations	1
accepted	1
access	1
accidental	2
accidents	3
accipere	1
acclamations	1
accompany	1
accomplish	2
accomplished	1
accomplishments	2
accomplisment	1
accord	1
according	39
account	32
accountable	1
accounted	5
accounts	1
accuser	1
accusing	1
ach	1
aches	3
aci	1
acknowledg	1
acknowledgment	2
acons	1
acquaint	2
acquaintance	1
acquaited	1
acquiesce	1
acquir	1
acquired	1
acrimonious	1
act	5
actions	4
acts	4
actual	2
acute	1
ac¦cording	1
ad	2
adam	11
adams	1
adapted	1
adays	1
add	5
added	3
addeth	1
addition	2
addresses	2
adds	1
adequate	1
adhearing	1
adhere	1
adjacent	2
adjoyn	1
administer	6
administration	1
administred	4
administring	5
admirable	3
admiration	3
admired	1
admit	1
admitanc	1
admittance	1
admitted	2
admnitions	1
admonish	5
admonisheth	1
adoption	1
adored	1
adorn	3
adrian	1
adust	1
advance	3
advantage	1
advantages	2
adventu	1
adventure	2
adversaries	1
adversary	1
adversities	1
advertisement	2
advice	8
advise	4
advised	1
ae	4
aelia	1
aesculapius	1
aesop	1
aeternum	1
afar	1
afer	1
affect	1
affected	7
affection	1
affections	4
affirm	3
affirmed	1
afflicte	1
afflicted	13
affliction	4
afflictions	3
afford	6
affords	1
aforesaid	7
afr	1
afresh	1
after	42
afternoon	4
afteroon	1
afterwards	1
again	14
against	26
age	9
aged	1
agents	1
ages	3
