	9
1	27
10	9
100	1
11	7
112	1
113	1
116	1
12	1
13	3
14	6
144	1
15	4
16	1
1654	1
17	1
18	4
19	4
2	13
20	6
200	1
21	2
22	6
23	5
24	1
27	4
3	6
32	1
33	1
38	1
4	7
46	3
47	1
49	1
5	7
54	1
57	1
6	8
66	3
7	4
71	1
78	1
8	7
80	1
86	2
9	5
90	1
91	1
92	1
93	1
94	1
95	1
a	172
abide	3
abiding	1
able	1
abomination	1
about	2
above	1
abroad	1
abundance	3
according	2
accursed	1
accuse	3
accusest	1
act	3
acted	1
actions	1
acts	5
ad	1
added	1
adds	1
admonishes	1
adulterated	1
affections	2
afforded	1
after	8
afterwards	1
again	9
againe	6
against	32
age	2
ages	1
agreeable	1
aimes	1
alks	1
all	111
allow	1
allowest	1
allwaies	1
almighty	1
alone	1
already	1
also	5
altogether	1
am	1
amen	6
among	9
amongst	2
an	17
and	767
angels	1
annointing	4
another	13
anoynting	1
answer	27
answers	3
antichrist	2
antichrists	1
any	26
apeece	1
apostle	28
apostles	55
appear	2
appeared	1
are	66
aright	1
arise	2
art	99
arts	3
as	98
ascend	1
ashamed	2
aside	1
assemblie	1
assemblies	5
at	16
attain	4
attaine	2
attained	1
aud	1
augmentations	1
author	2
away	1
b	3
balaam	2
banishment	1
baptisme	3
baptize	1
baptized	2
barwick	2
batcheler	2
be	144
bear	3
beast	3
beasts	1
because	8
bed	1
been	2
beene	2
before	9
beforementioned	1
beginning	3
being	7
beleeve	1
beleevers	1
believe	8
bell	1
bellies	1
below	1
benefactors	1
best	1
bethel	1
betwixt	3
beware	2
bewitch	2
bewitched	1
bid	2
bids	1
bind	1
bindlosse	3
bindlss	1
birds	1
birth	1
blasphemer	7
blasphemies	1
blasphemously	1
blasphemy	2
blessing	3
blind	12
blind-folded	1
blinde	2
blindeth	1
blush	2
boast	1
boasting	1
body	6
bones	1
book	9
booke	3
born	1
borne	1
both	4
bottle	3
bought	1
brain	1
braine	1
brethren	1
bring	8
bringest	8
bringing	1
brings	4
broad	1
brought	13
bruit	2
bruitish	3
bruized	1
build	1
built	1
burning	1
burthens	1
burying	1
but	86
buying	1
by	62
call	6
called	6
callest	11
calling	5
calls	15
calvert	1
cambridge	8
came	6
can	14
cannot	10
canst	4
capable	5
captivity	1
carnal	1
carnall	1
catholick	2
cause	1
causes	1
causeth	1
cease	2
ceremonies	1
chaine	1
