	168
1	13
10	48
100	4
101	1
105	1
11	47
119	1
12	55
120	1
127	1
13	52
130	1
14	49
15	56
1578	2
16	50
162	1
17	51
175	1
18	52
182	1
1838	1
187	1
19	50
2	49
20	51
200	1
207	1
209	1
20by	1
21	55
21so	1
22	46
23	46
230	1
239	2
24	44
248	1
25	44
26	41
27	38
270	1
2700	1
28	39
29	37
3	54
30	32
300	1
31	27
32	28
33	26
34	28
35	27
36	24
363	1
37	27
38	21
39	23
4	51
40	18
400	2
403	2
41	18
42	17
43	15
430	1
433	1
438	1
44	18
45	13
450	1
46	13
464	1
47	13
48	14
49	10
5	51
50	11
500	3
51	8
52	8
53	8
54	6
55	5
56	5
57	4
58	3
59	4
595	1
6	53
60	4
600	1
61	3
62	3
63	4
64	3
65	5
66	4
67	2
67that	1
68	4
69	4
7	54
70	6
71	4
72	4
73	4
74	2
75	2
76	2
77	2
777	1
78	2
782	1
8	58
80	2
800	1
807	1
81	1
815	1
82	1
83	1
830	1
84	1
85	1
86	1
860	1
87	1
88	1
89	1
895	1
9	52
90	2
905	1
91	2
910	1
912	1
92	1
93	2
94	1
95	1
96	1
962	1
969	1
97	2
98	1
99	1
a	416
abashed	1
abated	3
abdye	1
abel	10
abell	2
abhomynation	1
abhorre	2
abib	1
abida	1
abide	5
abiding	1
abimal	1
abimelech	10
able	8
abode	4
abolyshed	1
aboord	1
aboue	19
abound	2
aboundauntly	1
aboundāt	1
abounde	3
abourd	1
about	31
aboute	3
abowt	1
abraham	122
abrahame	1
abrahams	2
abrahā	2
abrahās	1
abram	69
abrams	10
abrā	5
abroade	3
abrode	9
abstaine	1
abundaunt	1
abuse	1
abused	1
abuzzath	1
abyde	9
abydeth	1
abyding	2
abydyng	1
accept	2
accepted	1
accomplish	1
accomplishe	1
accomplished	1
accomplishment	1
accomplisht	2
accompt	3
accompte	2
accom¦plishe	1
according	10
accordinge	5
accordinglye	1
accoumpt	1
accoū¦ted	1
accōpted	1
accurst	1
accur¦sed	1
accusde	1
accuse	5
accused	1
accuseth	2
acknovvledge	4
acknovvledgeth	2
acordinge	1
acrosse	2
act	2
acubit	1
ac¦complished	1
ac¦complishment	1
ad	5
adah	2
adam	26
adams	4
adā	2
added	1
adder	1
adioyneth	1
adma	1
ado	1
aduice	1
aduised	1
adàmin	1
ae	1
aegiptians	2
aegypt	2
aelso	1
af	1
affectiō	2
affec¦tion	1
affinitie	1
affirme	1
affirming	1
affliction	5
afflic¦d	1
affrayd	1
afraid	6
afraide	2
afrayd	4
afrayde	3
after	107
aftervvard	1
aftervvardes	1
afterward	9
afterwarde	2
again	2
againe	24
against	15
agaist	1
