	6
1	11
10	2
12	1
13	2
14	3
15	1
16	4
1633	1
17	1
18	1
19	1
2	12
20	2
21	3
22	1
23	1
26	1
27	2
28	1
3	7
31	1
37	1
4	6
40	1
5	6
54	1
55	1
56	1
6	4
65	1
7	6
8	3
89	1
a	213
about	6
above	2
absolute	1
abundance	1
abundant	1
abuse	1
acquaintance	1
adam	3
admiration	1
advanced	1
advised	1
affections	2
afflicted	1
after	10
again	11
against	4
aikers	1
air	1
alas	4
all	93
alludes	1
almighty	3
alone	1
alpha	3
also	3
am	6
amen	1
among	3
amongst	3
an	25
ancient	1
and	375
angel	1
angels	2
another	8
answer	7
answered	1
answers	2
any	11
apollos	1
apostle	1
apparel	1
appetite	1
apple	1
are	67
arm	3
armies	1
armour	1
arms	4
army	1
art	5
as	57
asa	1
ask	1
assurance	1
at	32
awakened	1
away	24
ay	14
b	2
baca	1
back	4
back-gate	1
backside	2
bairn	7
bairns	10
banquet	1
be	67
beam	1
bear	1
beast	2
because	15
bed	3
been	6
before	7
began	2
begin	1
beginning	8
begins	1
behind	1
behold	4
behoved	1
being	4
believe	2
believer	1
believers	1
belly	1
beneath	1
benn	1
beside	1
besides	1
besieged	1
best	4
betide	2
better	2
between	1
betwixt	4
beyond	1
bible	6
bide	1
bides	2
bids	1
bigging	1
birth	2
black	3
blasphemous	1
blast	1
bleared	2
bleed	1
blessed	1
blessing	1
blinks	1
blood	10
bloody	2
blots	1
blyth	2
bodies	2
body	2
book	2
booth-doors	1
born	4
borrowed	1
borrows	1
bosom	2
both	3
bottom	1
bought	5
bourocks	1
bout	2
break	1
breast	2
breath	1
bride	5
bridegroom	2
bridge	1
bring	4
bringeth	1
broad	3
broken	1
brought	2
bruised	1
building	2
burn	2
burning	1
burnt	3
bursten	1
business	2
busking	1
but	77
buy	1
buying	1
by	18
c	5
call	5
called	2
calling	1
calls	2
calm	1
came	4
can	8
cannot	10
cant	2
canticles	1
captain	3
cares	1
carry	1
cast	5
castle	1
castles	1
causay	1
cephas	1
chair	1
changable	1
change	3
changes	1
changeth	1
chap	1
chapter	2
charge	1
chariot	1
charter	2
chases	1
cheap	1
chief	1
child	1
child-birth	1
children	1
chist-neuk	1
christ	124
christ-man	1
christian	3
christians	1
christs	4
church	1
circle	1
city	1
clay	4
clean	1
cleanse	1
cloathed	1
cloaths	2
close	3
clout	3
coatch	1
coatch-man	1
cock-boat	1
cold	4
colos	1
come	11
comes	10
cometh	1
comfort	3
comforted	1
comforting	2
coming	2
commend	1
common	1
communion	1
companions	1
company	1
compared	1
compares	1
complain	1
conceived	1
condition	2
conditional	1
confusion	1
conscience	11
contains	1
contemning	1
content	2
convenient	1
conversion	1
cooling	1
coolling	1
copper	1
copy	1
cor	1
corn	3
cost	2
could	2
countrey	1
coup	1
court	4
covenant	1
covetousness	3
cowards	1
crack	1
craft	2
craftsman	1
create	2
creation	2
creature	1
creatures	1
creep	1
crooked	1
crope	1
cross	3
crown	1
crucified	1
cry	1
cryeth	2
crying	8
crys	3
cumbersome	2
cumbersomer	1
cupples	1
cursed	1
cut	2
cutted	1
daft	1
dainty	1
darkness	1
darling	1
datted	1
david	1
dawn	1
day	13
days	2
dead	3
dear	8
dearer	2
death	23
deaths	1
debarred	1
deceiving	1
decree	1
decreed	1
deed	2
