	3098
1	11
10	11
11	4
12	31
13	2
1391	2
144	2
15	3
1542	2
18	5
2	12
20	3
21	2
22	1
24	3
25	2
3	17
30	4
32	1
320	1
36	2
360	1
38	4
4	16
48	2
5	7
51	2
52	2
56	1
58	1
6	8
60	1
62	2
7	4
8	7
80	1
9	2
90	4
92	1
a	6717
aape	1
aaron	1
aas	1
ab	3
abacke	5
abandon	2
abandoneth	1
abandonynge	1
abashed	14
abashen	1
abasht	1
abashyng	1
abasshed	2
abate	12
abated	6
abaten	1
abateth	1
abawed	3
abādone	1
abbesse	2
abbey	6
abbot	8
abbottes	1
abducit	1
abe	1
abed	2
abedge	1
abeene	1
abesses	1
abet	1
abey	2
abeying	1
abey¦saunt	1
abhominable	8
abhominacion	1
abhominacioun	1
abhominations	1
abhomynable	4
abide	5
abideth	1
abiding	2
abiecte	2
abiection	2
abigail	1
abigayle	1
abilite	1
able	38
abled	2
ablenesse	1
ables	1
ablucions	1
ablyng	1
abode	19
abodes	1
abolyshe	1
abonde	1
abottes	1
aboue	128
abouen	25
abought	3
aboundaunce	2
aboundaunt	2
abounden	1
aboundeth	2
about	106
aboute	167
abouten	4
abouʒt	1
aboūdaunce	1
aboūde	1
abradas	2
abraham	2
abrayd	1
abrayde	12
abrede	1
abredge	6
abredging	1
abredgyng	1
abredgynge	1
abrege	3
abreyde	4
abroche	1
abrod	1
abrode	2
abrydgen	1
abscondis	1
absence	36
absent	14
absolon	31
absolō	2
absolucion	2
absolucyon	1
absolute	10
absolutely	1
absolution	3
absolutioun	1
abstenaunce	1
abstene	1
abstinaunce	3
abstinence	12
abstinent	1
abstinuisse	1
abstynaunce	1
abstynence	7
abstynēce	1
abundaunce	6
abusshel	1
abusyon	2
abusyoun	1
abūdaunce	1
abyd	2
abydden	3
abyde	127
abyden	3
abydest	3
abydeste	1
abydeth	18
abydē	1
abyding	2
abydyng	4
abydynge	8
abye	9
abyen	2
abyest	1
abyeth	2
abyme	1
abyt	1
abytacioun	1
abyte	1
abytte	2
ab¦solute	1
ac	4
acccording	1
accept	4
acceptable	6
accepte	6
accepted	8
accepteth	6
accesse	1
accident	6
accidental	1
accidia	1
accidie	19
accion	1
accombrouse	1
accompanyde	1
accomplishyng	1
accomplisshe	1
accomplys	1
accomplyshe	3
accomplyshed	4
accomplyshen	1
accomplysheth	2
accomplysshe	1
accomplyste	1
accomply¦shed	1
accompt	2
accompte	2
accompted	6
accomptedst	1
accomptes	3
accord	2
accordable	2
accordant	2
accordaunce	7
accordaunces	1
accordaunt	9
accordaunte	2
