	152
.exod	1
1	54
10	10
103	1
11	16
119	1
12	11
13	11
14	19
15	8
1597	1
16	8
17	7
18	7
19	14
2	20
20	7
21	6
22	4
23	3
24	6
25	2
28	5
29	1
3	22
30	1
300	1
31	5
32	3
33	1
34	5
35	1
36	1
37	3
38	1
39	1
4	18
40	1
41	1
44	1
49	2
5	15
51	1
53	1
6	15
7	12
8	11
86	1
9	12
a	642
ab	1
abandon	3
abandoned	3
abel	1
abhorred	3
abide	3
abiects	1
abigail	1
abihu	1
abilitie	6
able	23
abominable	4
aboue	23
abound	3
aboundeth	1
about	11
abraham	2
abrahams	1
abroad	23
abroade	1
absent	1
absolon	1
absolute	19
absolutely	2
abstaine	1
abuse	1
abused	2
abusers	1
abuses	1
accept	5
acceptable	2
accepted	3
accepteth	1
accesse	2
accidentall	1
accompanie	1
accompany	1
accomplish	2
accompt	4
accord	1
according	18
accordingly	1
account	4
accounted	4
accoūted	1
accōplished	1
accursed	1
accuser	1
accusing	1
accustomed	1
achan	1
achans	1
achā	1
achilles	1
achior	2
achitophel	1
achitophell	1
acknowledge	4
acknowledged	2
acknowledging	1
acquainted	5
act	5
actes	3
action	10
actions	10
actiue	4
acts	1
ad	2
adam	1
adde	2
addressed	1
adherents	2
administer	2
administration	1
admirable	5
admiratiō	1
admired	1
admiring	1
admit	3
admonitions	4
adoption	1
adorne	1
adorned	1
aduance	2
aduanced	1
aduancement	1
aduantage	6
aduaunced	1
aduenture	9
aduentures	1
aduersarie	4
aduersaries	14
aduersary	1
aduerse	3
aduersitie	4
aduēture	1
adulterie	1
ae	1
aegypt	2
aegyptians	1
aether	1
affaires	3
affayres	3
affect	1
affected	5
affecting	1
affection	12
affections	20
affectiō	1
affectiōs	2
affiance	1
affinitie	3
affirme	2
affirmed	1
affirmeth	5
affirming	1
afflicted	2
affoord	2
affoorded	1
affoordeth	1
afford	2
afforded	2
affordeth	3
affrick	1
affricke	1
afraid	6
after	28
afterward	2
again	1
againe	17
against	88
agamemnon	4
agaynst	2
age	1
agent	2
ages	3
agesilaus	1
agree	2
agreeable	1
agreeing	2
agreement	2
agreeth	5
aid	1
aide	3
aie	1
aime	1
aimes	1
aire	2
ake	1
al	15
alas	1
albeit	1
alexander	11
alexanders	1
alhough	1
alike	3
aliuan	1
all	351
alleageance	3
allies	1
allowance	2
allowed	2
alloweth	2
allowing	1
allurementes	1
alluring	2
almightie	4
almost	1
alone	2
aloud	1
alpes	1
alphonsus	1
alrad	1
alreadie	7
already	3
also	44
alsufficient	7
alsufficiēt	1
altar	1
alter	2
althings	1
although	16
altogether	2
alwaies	11
am	3
amalekites	1
amalk	1
ambition	10
ambitious	2
amend	1
amias	1
amisse	1
amitie	2
among	45
amongst	8
amōg	1
an	100
anchorholde	1
ancient	2
ancients	1
and	2054
angelicall	1
angell	3
angelles	2
angels	1
anger	4
angry	1
anhappie	1
animate	1
anna	1
annexed	1
annoy	3
another	26
answer	5
answerable	1
answere	8
answered	4
antichrist	1
antichristian	1
antichrists	2
any	49
anything	1
apostle	4
apostles	3
appaleth	1
apparant	4
appealant	1
appeare	11
appeared	3
appeareth	12
appearing	1
appease	3
appeased	1
appertaining	2
apple	1
apples	1
applicable	1
application	2
applie	1
applieth	1
apply	2
appointed	2
appointeth	3
appoued	1
appoynted	2
appoynteth	1
appoyntment	1
apprehending	1
approbain	1
approbation	3
approoued	3
approoueth	1
approued	6
approueth	1
apt	9
aragon	1
arbogastes	1
are	232
argue	7
argued	1
argueth	2
argument	8
arguments	3
argumēt	1
