	166
1	11
10	14
100	5
100th	1
1010	1
102	1
1022	1
105	1
1050	1
106	1
108	1
1090	1
10th	2
11	11
110	2
1100	1
114th	1
115	1
116	1
118	1
11ly	1
12	16
1210	1
122	1
12ly	1
13	7
130	2
1300	1
1310	1
1321	1
1337	1
135th	1
1370	1
1375	1
13ly	1
13th	2
14	5
140	1
1403	1
141	1
1429	1
1449	1
144th	1
1465	1
1470	1
1478	2
1481	1
1486	1
1490	1
1492	1
1494	10
14ly	1
15	6
150	1
1500	1
1503	1
1505	2
1510	1
1512	1
1513	1
1515	1
1516	1
1518	1
1519	1
152	1
1520	2
1521	1
1524	1
1525	1
1526	1
1528	1
1529	1
153	2
1530	1
1531	1
1533	1
1534	1
1535	1
1536	1
1537	1
1538	5
1540	2
1541	2
1542	1
1543	4
1544	1
1546	4
1547	1
155	1
1550	5
1551	4
1552	4
1553	3
1554	4
1555	1
1556	3
1557	1
1559	1
156	1
1560	1
1561	2
1565	1
1566	1
1570	3
1573	1
1574	1
1577	1
158	1
1580	2
1582	2
1583	1
1584	1
1585	1
1586	2
1588	1
1590	1
1592	1
1595	3
1596	1
1598	1
15th	2
16	5
1602	1
1603	1
1604	1
1605	2
1606	1
1609	1
1614	1
1615	2
1624	1
1632	1
1634	1
1636	1
1637	1
1640	1
1641	1
1642	1
1646	1
1650	2
1656	2
1658	1
1660	3
1661	2
1662	1
1663	2
1664	2
1665	3
1667	2
1668	2
1670	1
168th	1
169	1
17	7
172	1
175	1
177th	1
179	1
18	4
181st	1
19	5
19th	1
1st	2
2	41
20	8
200	1
21	3
22d	1
23	1
23d	1
24	4
25	5
26	3
27	3
28	4
29	1
2d	4
3	30
30	6
300	1
3000	3
31	1
32	2
32d	2
33	3
33d	3
34th	1
35	3
35th	2
37th	1
38	1
3d	6
4	29
40	4
400	2
42	1
42d	2
43	1
44	1
44th	1
458	1
462	1
47	1
48	1
48th	1
4th	6
5	19
500	2
5000	1
514	1
521	1
54	1
57	1
58	1
580	1
59	1
59th	2
5th	6
6	21
60	2
60th	1
61	1
61th	1
62	1
62000	1
647	1
657	1
65th	1
667	1
66th	1
680	1
69	1
690	1
6th	6
7	18
70	2
70th	1
71	1
72	1
72d	2
73d	1
750	1
75th	1
77th	1
78	1
79	1
7th	3
8	22
80	7
80th	1
810	1
845	1
86	1
86th	1
87	1
8h	1
8th	6
8°	1
9	8
92d	1
9500	1
96	1
97	1
9th	3
a	1974
aaron	1
ab	2
abandon	1
abandoning	3
abaris	1
abbess	1
abbianus	1
abbo	1
abbot	8
abby	1
abdera	1
abides	1
abilities	1
ablavius	1
able	2
abounding	1
about	82
above	26
abovemention	1
abrahae	1
abraham	3
abrahamus	1
abridg	1
abroad	1
abronius	4
absurd	2
academical	2
academy	4
acarii	1
accademy	1
acceptance	1
acceptation	1
accident	3
accidental	1
accidentally	1
accidents	3
acciniola	1
accius	6
accompanied	1
accompanying	2
accomplish	1
accomplished	1
accomplishing	1
accomplisht	6
according	28
accordingly	2
account	15
accounted	31
accounts	2
accurate	1
accusers	1
accuticus	1
aceratus	1
achaeus	1
achelly	2
achely	1
achilleis	1
achilles	1
acholastica	1
achrostichs	1
acidalius	1
acknowledg	1
acknowledge	1
acknowledged	2
acoasional	1
acon	1
acontius	1
acquaintance	4
acquainted	2
acquired	2
acrostic	2
acrostich	1
act	1
acted	5
acting	1
action	3
actions	3
actius	1
active	1
actor	4
actors	3
actour	2
acts	23
acute	11
acuteness	1
acuticus	1
acutness	1
ad	1
adams	3
adamus	3
addaeus	2
added	4
addicted	13
addicting	1
addiction	5
adding	2
additionibus	1
address	1
addressed	1
addrest	1
adelphi	1
adelphus	1
adicted	1
adjacent	1
adjudgeth	1
admetus	2
admir	7
admirable	1
admiral	1
admiration	1
admired	5
admirer	2
admirers	1
admirndis	1
admit	1
adolescentia	1
adonidis	1
adonis	6
adoris	1
adorn	2
adr	1
adrian	9
adriano	2
adrians	1
adrianus	7
adulterators	1
adultery	1
advanc	16
advance	1
advanced	3
advancer	1
advanct	1
advantage	4
advantageously	1
advantagious	1
advantagiously	1
advice	1
advis	1
advocate	1
aeantides	4
aedesius	1
aedile	1
aedituns	1
aedones	1
aegidius	5
aegos	1
aegypt	2
aegyptia	1
aegyptian	3
aegyptius	1
aelian	5
aelianus	1
aelius	6
aeluro-myomachia	1
aemilianus	4
aemilius	6
aemulators	2
aen-a	1
aenaeas	1
aeneids	1
aeneis	4
aenicius	1
aenicus	1
aenigmatical	3
aeolia	1
aequales	1
aerichalcus	1
aes	1
aeschines	1
aeschra	1
aeschrion	1
aeschylus	8
aesculapius	1
aescylus	1
aesema	1
aesop	4
aesopic	1
aesops	3
aethereus	1
aethiopis	1
aetna	2
aetolia	1
aetolian	1
afction	1
afer	10
affairs	16
affais	1
affectation	1
affected	2
affecting	1
affection	1
affections	1
affinity	1
affirm	12
affirmed	3
affirmeth	2
affirms	11
affranius	1
affrican	1
aforementioned	3
africa	2
african	4
africanus	6
after	46
afterwards	24
ag	9
again	4
against	62
againt	1
agamemon	1
agathias	3
agathon	1
agathyllus	1
age	87
agellius	11
agellus	1
ages	13
agesianax	1
agidius	1
aginst	1
agis	3
aglaura	1
aglaus	1
agnobo	1
agnolo	1
ago	6
agonista	1
agree	3
agreed	4
agreeing	2
agreement	2
agrees	2
agricola	3
agriculture	3
agrigentum	3
agriola	1
agrippa	1
agrippina	1
ahasuerus	1
air	2
airs	4
airy	1
ajax	2
alabaster	2
alaham	1
alamanni	1
alanus	1
alarm	1
alba	2
alban	2
albanius	1
albans	1
albertus	4
albinova	1
albinovanus	2
albinus	3
albions	1
albius	1
albo	1
albun	1
alcadinus	1
alcaeus	5
alcander	1
alchimy	1
alchymist	1
alciate	2
alciatus	1
alcibiades	1
alcimeenes	1
alcimus	4
alcinous	1
alcithoe	1
alcman	4
alcmena	1
alcuin	1
aldhelmus	1
aldus	3
alealmus	1
alegreto	1
alemaeon	1
alemanuus	1
alessandro	1
