	1399
1	14
10	5
11	14
119	1
12	8
120	1
13	3
14	8
14000	2
14700	1
15	17
16	7
163	1
1661	1
1662	1
1669	1
1676	1
1678	1
1679	1
1688	15
1689	10
1691	3
1693	1
17	4
18	4
19	6
2	34
20	4
21	4
22	4
23	1
24	1
24000	1
25	3
26	5
27	12
28	2
29	3
3	13
30	3
31	1
32	4
34	2
35	1
36	2
360	1
361	1
362	1
363	1
37	2
38	3
39	4
4	11
40	7
41	2
43	2
46	1
48	1
5	17
50	1
53	1
54	1
6	10
60	1
64	2
66	2
67	1
7	10
700	3
70000	1
71	1
8	5
84	1
85	1
88	10
9	8
a	808
aaron	1
abandon	1
abate	1
abating	1
abby	1
abdication	1
abet	1
abetted	1
abettors	2
abhorr	7
abhorrance	1
abhorre	1
abhorred	3
abhorrence	3
abhorrer	1
abierit	1
ability	1
abiram	2
abjure	1
able	23
abler	2
abominable	4
aboue	5
abound	2
about	23
abouts	1
above	11
abovesaid	1
abraham	1
abrahams	1
abroad	10
abrogated	1
absence	10
absent	3
absolute	4
absolutely	8
absolutions	1
absolv	1
absolve	1
absolved	2
absque	1
absurd	1
abundantly	4
abuse	1
abuses	3
accept	1
accepted	3
accessaries	1
accessary	5
accession	2
accident	1
accidents	1
accidunt	1
accompained	1
accompanied	2
accompany	2
accomplish	7
accomplishing	1
accord	1
accorded	1
according	28
accordingly	7
account	12
accounted	1
accounts	2
accoutrements	1
accrew	1
accrews	1
accursed	1
accusation	1
accuse	5
acknoledge	1
acknovvledge	3
acknovvledging	1
acknowledg	2
acknowledge	4
acknowledged	1
acknowledgeth	1
ackowledge	1
acquaint	1
acquaintance	1
acquainted	2
acquiesce	1
acquired	1
acquitting	1
act	24
acted	1
acting	2
actings	4
action	1
actions	11
active	1
actively	1
activity	1
actors	1
acts	8
acttings	1
actual	1
actuall	1
ad	2
add	6
added	3
adding	1
additionary	3
address	11
addresse	4
addresses	2
addressing	1
adds	1
addtess	1
adhere	4
adherence	1
adherents	1
adhering	1
adjudged	1
adjuva	1
administer	2
administred	1
administring	1
admiration	4
admire	1
admired	1
admission	1
admit	1
admittance	2
admitted	4
admonish	1
admonition	1
admonitions	2
ado	2
adoe	1
adore	1
adultery	2
advance	1
advanced	3
advancing	1
advantage	4
advantages	1
advantagious	1
advent	6
advent-sunday	1
adversaries	3
adversary	2
adversity	17
advertisement	4
advice	12
advices	1
advise	3
advising	1
aet	1
affaires	7
affairs	2
affection	7
affectionate	3
affections	4
affectus	1
affirmative	1
affirme	5
afflected	1
afflict	3
afflicted	3
affliction	12
afflictions	4
afflistion	1
afford	6
afforded	1
affording	1
affords	2
afforreign	1
affraid	2
affright	1
affrights	1
affront	2
affronts	2
afore	1
afore-said	1
aforesaid	7
afraid	11
after	73
after-game	1
afters	1
aftervvards	7
afterwards	2
again	1
againe	11
against	77
age	17
ages	3
aggravations	3
agitated	2
ago	4
agoe	3
agree	2
agreed	1
agrées	1
ague	2
ahile	1
aid	2
aim	1
aimed	4
aiming	1
air	12
alarum	1
alas	1
ale-houses	1
alehouse	1
alehouses	1
alienate	1
alitle	1
alittle	1
alive	2
all	354
allarum	1
allarumm	1
allbeit	1
alledge	2
alledging	1
allegiance	26
alliance	1
allison-banke	1
allmighty	10
allmost	1
allot	1
alloted	1
allovved	2
allow	7
allowable	2
allowed	1
allowing	1
allready	3
allso	7
allsufficiency	1
allsufficient	1
alltogether	1
alltogethor	1
allvvaies	1
allvvay	2
allvvayes	8
allwayes	6
almicghty	1
almighty	15
almightyes	1
almond	1
almonds	2
almost	6
alone	2
along	5
already	7
also	31
altar	2
altars	2
alteration	1
altered	1
alvvayes	2
alwayes	5
always	2
am	111
amalkite	1
amanuensis	1
amat	1
ambition	1
ambitious	6
amboina	2
ambrose	1
amend	1
amendment	2
amends	1
amerites	1
amidst	9
amisse	3
ammunition	1
among	37
amongst	2
amos	1
amount	1
amphibious	1
amsterdam	1
an	198
analizing	1
anarchy	1
anceps	1
ancestors	3
anchor	1
anciently	3
and	750
anevv	1
angell	5
angells	3
anger	2
anglioe	1
angry	2
animal	1
animate	2
animosity	1
annex	2
anno	3
annointed	1
annu	1
anointed	4
another	18
anothers	2
ansver	1
ansvver	2
answer	6
answerable	1
