	6
12	1
14	1
15	1
16	2
1620	1
1637	2
18	1
180	1
2	1
20	3
200	2
3	1
36	1
40	1
400	1
50	3
600	1
7	1
70	1
700	1
80	1
a	60
about	7
about100	1
above	5
abuse	1
accidents	1
according	1
accordingly	1
account	1
acquaint	1
acres	2
action	1
actions	3
actors	1
ad	2
adam	1
adjoyned	1
adjoyning	2
advanced	1
advancing	2
advantage	2
adventures	1
adversaries	1
advice	1
aeternum	1
afarre	1
affaires	1
affection	1
afraid	1
after	10
againe	2
against	5
agreed	1
agros	1
aide	1
aire	2
ait	1
alarme	1
alexander	1
aliquos	1
all	30
allies	1
almightie	1
almost	1
along	2
also	4
am	1
amaine	1
ambitious	1
america	1
americam	1
among	2
amount	1
amunition	1
an	12
anchor	1
and	163
angla	1
anglia	2
angligenûm	1
animated	1
another	1
answerable	1
answered	2
any	6
apostle	1
appointed	1
apprehension	1
approach	1
arator	1
arbours	1
are	29
argueth	1
arma	1
arme	3
armed	3
armes	1
armie	1
armies	1
armour	1
arms	1
arrived	3
arriving	1
arrow	2
arrowes	3
art	1
arvis	1
as	34
assault	1
assistance	1
assisted	1
assured	1
ast	1
at	16
atchievements	1
augment	1
augmented	1
aures	1
aut	1
authoris	1
availed	1
awaies	1
away	3
backe	1
baites	1
barbarians	4
barbarous	1
barrell	1
base	1
battell	2
bay	2
be	9
beat	1
beaten	2
beating	1
beaver	1
because	3
becommeth	1
bee	9
been	2
beene	3
before	4
beget	1
beginnings	4
behaved	1
being	8
bellamie	1
belly	1
bene	1
bermuda	1
beseech	1
beset	1
besides	3
besieged	2
best	2
bestirred	1
bestow	1
betooke	1
better	5
between	2
betwixt	3
beyond	4
big	1
blessed	1
blessing	1
bloodie	1
bloodshed	1
bore	1
boston	1
both	1
boughes	1
bowels	1
bowes	1
braines	1
braved	1
breake	1
breathing	1
breeders	1
bring	1
brittish	1
broken	2
brought	3
bruites	1
building	1
built	1
bullets	2
burne	1
bushes	2
but	30
butter	1
by	32
c	5
cabins	1
cable	1
caesi	1
caetera	1
calfe	1
called	6
came	6
can	4
caniballs	1
canon	1
cap	1
capable	2
cape	1
captain	4
captaine	5
capti	1
captive	1
captives	1
capttaine	1
care	1
carefull	1
carmen	1
carrie	1
cast	1
casuality	1
catastrophe	1
cattell	2
cause	1
causeth	1
celebrated	1
centinels	2
certa	1
changeth	1
character	1
chargeable	1
charibe	1
charity	1
chase	1
chastise	1
chelmsford	1
childe	1
children	3
choller	2
choose	1
chose	1
choyce	1
christmas	1
church	1
civilitie	1
cleave	1
close	4
closer	1
clubs	1
coast	2
cod	1
cold	1
colitis	1
collected	1
colones	1
colonies	1
colonos	1
come	3
command	3
commanded	1
commandeth	1
commers	1
committed	1
commodiously	1
commodities	1
communicated	1
companions	1
company	1
comparable	1
compassed	1
concîdunt	1
condescend	1
confederacy	1
confederates	1
confesse	1
confirmed	1
congression	1
conjoyned	1
connectacut	2
connectacutt	1
conquerors	1
conquerours	1
consequently	1
consisteth	1
conspicuous	1
constitution	1
consultation	1
