	5
1	1
12	1
1494	1
16	1
1662	1
17	1
24	1
25	1
27	1
31	1
36	1
38	1
41	1
42	2
44	1
45	1
47	1
50	1
53	1
55	1
6	1
60	1
63	1
65	1
68	1
69	1
72	1
74	1
77	1
a	232
abate	2
abates	1
abode	1
about	7
above	2
abstain	1
abstaining	1
abundance	2
abundancy	1
abuses	1
accompt	1
according	16
accouned	1
ache	1
aches	1
active	1
add	6
adde	1
added	1
additionals	1
additions	1
advantageous	1
advise	1
affirm	1
affright	1
aforesaid	4
after	40
after-noon	1
afternoon	4
afterward	1
afterwards	1
again	9
against	1
agarick	6
age	5
aged	1
agreeable	2
agrees	3
agrimony	1
agues	1
aire	2
aketh	1
all	44
allome	1
almost	1
aloes	2
alone	2
along	1
also	16
altered	1
although	1
altogether	5
alwaies	1
always	1
am	2
amber	4
american	1
ammoniac	1
among	1
amount	1
an	57
ana	9
ancient	1
and	349
angry	1
annis-seed	1
anniseeds	2
anoint	1
anointed	2
anointing	1
another	11
anoynt	4
answer	1
antimonium	2
any	30
apart	1
apozeme	12
appear	4
appeareth	1
appears	2
apple	1
apples	1
apply	4
apt	3
aqua	3
are	69
arise	1
aristolochia	1
arm	2
arme	1
armholes	1
army	1
art	8
artificial	2
artist	1
as	106
ascribe	1
ash-colour	1
ashes	1
asparagus	2
associates	1
assured	1
asswage	1
asthma	1
astringent	2
at	23
athwart	1
author	1
avoided	1
avoyd	2
avoyded	1
away	12
b	1
back	3
badness	1
ball	1
balneo	1
balsam	4
balsome	2
barbery	1
bark	4
barly	1
bashfulness	1
basilicon	1
bay	1
bdellium	1
be	117
beauty	1
because	11
become	1
bed	14
bedward	1
been	3
beer	3
before	16
began	1
begin	5
beginneth	1
beginning	1
begins	4
begotten	1
behind	2
being	13
belief	1
belong	1
benefit	3
beseig	1
besides	7
best	7
betray	1
betrayes	1
better	5
big	2
bills	1
bin	4
bisket	1
bite	1
bitter	2
bitterer	1
bitterness	1
black	4
bladder	3
blame	1
bleeding	2
blessing	1
blewish	1
blood	13
bodies	2
body	22
bodyes	3
bolus	3
bones	1
book	1
book-seller	1
borage	2
borrow	1
both	4
bottle	1
bottles	3
bottome	1
boughs	1
boyl	5
boyle	14
boyled	1
boyling	1
brackish	1
brain	1
brains	1
brass	2
bread	1
break	1
breakings	1
breath	2
breed	1
bricks	1
bridge	1
brimstone	1
bring	1
brings	1
brome	1
broth	2
broths	1
brought	2
brown	1
bruise	1
bubo	5
bugloss	1
bumbata	1
bunworth	1
burneth	1
business	3
but	34
butchers	1
butter	1
by	73
c	3
calaminaris	1
calcind	1
call	1
called	5
calling	1
came	1
camomil	1
can	8
cannot	3
cap	1
caraway	1
caraway-seeds	1
care	3
carried	1
carry	1
cassia	3
catarrhe	1
catch	1
cause	12
caused	1
causes	9
causeth	2
causing	1
caustick	1
cavities	1
ceas	1
cease	2
ceases	1
cellar	1
centinody	1
certain	7
certainly	3
certainty	1
ceterach	1
chafed	1
chalcantum	1
chancery-lane	1
change	1
chap	55
chaps	1
chapter	12
chapters	4
charles	1
cheeks	1
chew	1
chickens	1
chief	1
chimical	1
china	7
choler	3
cholerick	2
choose	2
choosing	1
chrystallum	2
chusing	2
chymical	3
chymicall	1
chymically	1
chymists	1
cichory	1
cinamon	6
circle	1
circumstance	1
circumstances	2
citro	1
city	2
clap	1
cleansed	1
cleanses	1
cleansing	1
clear	1
cleaves	1
clense	1
cloathes	1
clock	2
close	9
cloth	1
clyster	1
clysterwise	1
coition	1
cold	8
colder	1
coldness	1
coloptony	1
colour	6
colours	1
come	9
comely	1
comes	1
cometh	2
comfort	1
coming	5
cominseed	1
common	5
common-wealth	1
commonly	2
communicates	1
complexion	1
complexions	1
complication	2
composed	1
compound	1
conceal	1
concerning	4
conclude	1
