	148
1	6
10	2
11	6
12	3
13	3
14	3
15	5
1580	2
16	3
17	1
18	6
19	3
2	10
20	2
21	2
22	3
23	4
24	1
25	2
3	7
30	1
31	1
34	2
4	5
48	1
5	6
6	7
600	1
7	2
8	4
9	1
a	340
aaron	1
abandoned	2
abasement	1
abaseth	1
abated	3
abdy	1
abel	1
abhominable	3
abhomination	2
abhominations	2
abhorre	2
abide	1
abideth	1
abilitie	1
able	5
abode	1
abominable	2
abomination	1
abominations	2
abortiue	1
aboue	6
abounde	1
about	9
abraham	5
abridging	1
abroad	1
abroade	1
absoluing	1
abstaine	2
absurditie	1
abundance	1
abundaunce	1
abuse	5
abused	1
abuses	3
abyde	3
accept	2
acceptable	3
acceptance	2
accepte	1
accepted	2
accident	1
accomplishe	1
accomplishing	1
accompt	7
accomptable	1
accompted	2
accomptes	1
accord	1
according	9
accordingly	1
accordyng	11
account	2
accounted	3
accountes	1
accoūt	1
accumilated	1
accuse	4
accused	1
accusers	1
accustomed	1
acknowledge	3
acknowledged	2
acorns	2
acquainted	1
act	2
action	1
actions	5
actiōs	1
actiuities	1
adage	3
adam	3
adherentes	1
adiacent	2
adioyning	2
admit	1
admonish	1
admonished	5
admyt	1
adoption	1
aduantage	2
aduauncement	1
aduaunsing	1
aduātage	1
aduenture	2
aduenturer	2
aduenturers	1
aduentures	1
aduenturing	2
aduersaries	1
aduersary	5
aduēnturing	1
aduise	1
adulterers	1
adulterous	1
afearde	1
affaires	1
affayres	2
affection	4
affections	5
affectious	1
affectiō	1
affereth	1
affiaunce	1
affirmed	1
afflicted	2
affliction	2
afflictions	1
affsiction	1
affuction	1
aford	1
afore	1
aforesaid	1
afrayd	1
afrayde	1
after	28
afterwardes	1
afterwards	2
af¦ter	1
again	7
againe	18
against	38
againste	1
agayne	6
agaynst	5
agaynste	1
age	34
ages	7
ago	1
agree	6
agreeable	5
agreed	1
agreeing	2
ail	1
aire	1
al	10
alamentable	1
alas	4
albeit	21
alexāder	1
all	227
alledging	1
allowe	1
allowed	4
alloweth	2
almightie	6
almighty	1
almost	1
almyghtie	1
alone	2
alotted	1
already	2
also	36
alter	1
altered	1
although	20
altogeather	1
altogether	2
alwayes	12
am	9
amalekites	1
amased	1
ame	1
amen	1
amend	2
amendement	1
amendemente	1
amendemēt	1
amendment	3
amisse	1
amitie	3
among	19
amonge	1
amongest	1
amongst	2
amonites	1
amos	1
amōg	4
an	60
ancestours	1
ancient	1
and	1199
angell	1
angels	1
anger	1
anguished	1
annointe	1
another	2
answeared	1
answer	2
answere	4
answered	9
answeryng	1
ante	1
antiochus	1
any	74
anye	4
apoc	1
apostles	1
apparant	3
apparaunt	1
apparel	1
apparell	2
apparelled	1
apparrell	4
apparrelled	1
appeale	1
appearaunce	1
appeare	12
appeared	6
appeareth	18
appease	1
appereth	4
apperteyning	1
appetites	3
apple	1
application	1
applie	1
applied	2
