	15
1	3
10	1
11	1
12	1
13	1
14	1
15	1
16	2
1692	2
17	2
18	1
18th	1
19	1
2	2
20	1
21	1
22	1
23	1
24	1
25	2
28	2
3	5
4	4
5	4
50	1
51	1
6	5
7	3
8	2
9	2
a	36
able	1
abroad	1
absence	4
according	1
account	2
accusations	1
accuse	1
accuser	1
accusers	1
acquainted	1
act	3
acts	1
admitted	1
admonishing	1
adversary	2
afraid	1
against	21
ages	1
aggravates	1
agreed	1
all	10
allow	2
allowable	1
allowed	1
alone	2
also	2
altogether	1
alwayes	1
amend	1
among	1
an	11
and	101
andrews	1
another	3
answer	2
answers	1
anthony	2
any	8
apostate	1
appeal	2
appealed	1
appear	7
appearing	1
appointed	2
are	14
arthur	1
as	22
asked	1
assistance	1
at	4
authority	1
authors	1
babylon	1
ballance	1
baptists	6
barrenness	1
be	21
bearing	1
because	1
become	1
been	3
before	8
behalf	1
behaviour	1
being	7
believes	1
believing	1
better	1
beware	1
bind	1
blasphemy	3
blind	1
body	1
bold	1
book	1
books	2
both	1
bradford	2
brat	1
breach	1
brethren	4
bring	4
bringing	1
broken	1
budd	1
business	1
but	31
by	13
byles	1
c	10
cal	1
call	1
called	6
calumnies	1
calumny	1
came	2
can	5
carried	1
case	2
catechism	1
cause	7
causes	1
cease	1
challenge	1
charity	1
children	1
christ	1
christian	6
christianity	1
christians	1
christs	3
church	2
clear	1
clergy	1
cloathed	1
clover	1
come	5
coming	1
compared	1
complained	1
complainer	1
complaint	5
concerning	3
condemn	3
condemnation	3
condemned	2
confessor	1
confidence	1
consciences	1
consent	1
consider	1
consideration	1
considered	1
constable	1
contention	1
controversie	1
cook	1
cooper	1
copies	1
coppy	1
corners	1
could	5
country	1
court	1
courts	2
crime	2
crisp	1
cruel	1
d	10
danger	1
daring	1
day	1
days	1
dead	1
dealing	1
dealt	2
deeds	1
defamation	1
defend	1
defended	1
delavall	1
dependance	1
desantations	1
deserved	1
desire	1
devil	1
devotian	1
did	4
difference	1
discount	3
discounted	2
dislike	1
disount	1
do	5
doctrine	2
doine	1
don	1
done	4
doth	1
doubt	1
down	3
dryness	1
ea	1
edicts	1
eight	5
either	1
elizabeth	1
end	1
endeavoured	1
endeavouring	1
enemies	1
england	1
enmity	1
enquire	1
enquiring	2
err	1
error	2
ever	4
evil	1
example	1
exceeded	1
excuse	1
exhortation	1
expected	1
experienced	1
expostulation	2
extravagant	1
eyes	1
f	1
face	1
faction	1
faith	2
faithful	2
faithfull	1
faldo	1
fall	1
fallen	2
false	10
far	4
fasten	1
father	1
favourer	1
fear	1
first	2
fit	1
foaming	1
follow	1
fools	1
for	39
forth	2
frankford	1
free	1
friends	13
from	8
fullfilled	1
future	1
g	34
gave	2
george	2
get	1
give	4
given	6
giving	1
god	1
gods	1
gone	1
good	1
grass	1
great	3
guidance	1
guilty	1
happen	1
hard	8
hart	1
has	2
hast	1
haste	1
hate	1
hath	4
have	21
having	3
he	8
heads	1
hearing	7
hearts	1
heathen	1
heathens	1
hedges	1
here	2
hereticks	1
hicks	5
hightens	1
hilliard	1
him	25
himself	1
his	23
hitherto	3
holes	1
holy	1
home	3
hope	1
house	2
houses	1
humane	1
husbandry	1
if	6
ignorance	1
ignorant	2
impartial	4
impose	2
imposed	1
in	48
ine	1
infallible	1
infidells	1
injustice	2
innocency	2
innocent	4
instructed	1
intending	1
intent	1
into	5
is	25
it	19
its	4
iustice	1
j	1
james	1
jenings	9
jesus	2
john	3
joyned	1
judge	4
judged	2
judges	7
judgment	13
judgments	1
just	3
justice	7
justly	1
k	30
keep	2
keith	4
know	2
knowing	1
known	2
knows	1
lare	1
last	1
late	2
lately	2
let	6
leting	1
letters	1
liberty	2
life	2
light	3
like	1
line	1
lloyd	7
loofe	1
lord	4
love	1
lurk	1
lyars	1
lyor	1
made	3
magistratical	2
make	2
man	2
many	5
matter	4
may	3
meeting	18
meetings	1
men	2
mention	2
mentioned	1
might	1
ministry	3
month	1
monthly	1
months	1
more	3
morning	1
morris	2
most	3
mother	1
mountains	1
much	4
muggletonian	1
muggletonians	1
must	3
name	1
names	3
nations	1
near	1
need	1
never	6
new	1
new-england	1
next	2
no	3
nor	3
nostrils	1
not	31
note	1
nothing	1
notice	5
now	3
number	2
o	2
obedience	1
of	91
oh	2
ohae	1
old	2
on	10
one	3
only	3
open	1
openly	2
opposers	4
oppositions	1
or	11
order	2
orderly	2
other	3
others	3
our	10
out	3
over	1
own	5
p	1
paper	3
partial	1
partiality	1
parties	1
partly	1
parts	1
party	5
pary	1
paschall	1
pass	2
passionate	1
peace	1
people	9
perhaps	1
persecutors	1
person	2
philadelphia	3
place	2
plea	3
plead	3
pleaded	1
pope	1
popery	1
postscript	1
power	2
powers	1
pr	1
practice	2
pray	1
preacher	1
prepare	1
present	2
presently	1
press	1
presumptuous	1
pretend	1
price	2
principles	1
print	6
printed	2
printer	2
proceed	2
proceeded	2
proceeding	2
proceedings	1
properly	1
prophane	1
prophecy	1
protestant-like	1
prove	2
proved	1
provinces	1
publick	3
publickly	1
publish	2
published	1
put	1
quakers	4
quick	1
railing	1
raise	1
rank	1
ranters	1
rather	1
reach	1
read	2
reader	1
readily	1
ready	1
reason	1
reasons	1
reckon	1
reflections	2
refuse	1
refused	1
refute	1
reins	1
religion	1
relish	1
relying	1
remains	1
repent	1
report	2
reported	1
rest	7
resurrection	1
reviled	1
reviling	1
revolution	1
reward	1
rhode-island	1
richard	1
richardson	2
right	2
risen	1
robes	1
rotten	1
ruine	1
run	2
s	12
said	9
sam	3
same	2
samuell	5
say	7
saying	1
scanderet	1
secretly	1
seducing	1
see	1
self-exaltation	1
selves	2
sent	3
seperate	1
seperation	3
shall	4
shame	2
she	1
shewing	1
short	4
should	1
show	1
side	2
signed	1
signers	2
signifie	1
signifies	1
silly	1
simcock	1
sincere	1
sit	1
slain	1
so	11
soaring	1
society	1
sold	1
som	1
